pattern,support,variants,predicted_next_events,contexts,outcomes
"{A,B} -> {A,B,D} -> {B,C}",2,"{C,D}:1;{B,C,E}:1","{C,D};{B,C,E}",X:2,Y1:2
"{C,D} -> {B,D}",2,"{C,D}:1","{C,D}",X:2,Y1:2
"{A,B,D} -> {A,B} -> {B,E}",2,"{A,B,E}:1;{E,F}:1","{A,B,E};{E,F}",Z:2,Y2:2
"{A,B} -> {B,E} -> {A,B,E}",2,"{E,F}:2","{E,F}",Z:2,Y2:2
"{C,D,F} -> {C,F}",2,"{C,F,G}:1","{C,F,G}",N:2,YN:2
"{B,E} -> {A,E,F}",2,"{E,F}:2","{E,F}",Z:2,Y2:2
"{B,E} -> {A,E,F} -> {E,F}",2,,,Z:2,Y2:2
"{A,B,F} -> {A,B}",2,"{A,B,C}:1;{A,B,D}:1","{A,B,C};{A,B,D}",X:2,Y1:2
"{A,B,D} -> {A,B,E}",2,"{B,C}:1;{B,C,F}:1","{B,C};{B,C,F}",X:2,Y1:2
"{A,B} -> {A,B,D} -> {A,B,E}",2,"{B,C}:1;{B,C,F}:1","{B,C};{B,C,F}",X:2,Y1:2
"{A,B} -> {B,E} -> {B,E,H}",2,"{G,H}:1;{E,F,H}:1","{G,H};{E,F,H}",Z:2,Y2:2
"{A,B,C,D}",2,,,X:1;N:1,Y1:1;YN:1
"{A,B,H} -> {A,B}",2,"{B,C}:1;{B,E}:1","{B,C};{B,E}",X:1;Z:1,Y1:1;Y2:1
"{B,E,H} -> {E,H}",2,"{C,E}:1;{E,F}:1","{C,E};{E,F}",N:1;Z:1,YN:1;Y2:1
"{B,C} -> {E,F}",2,"{D,E}:1;{C,D}:1","{D,E};{C,D}",N:1;X:1,YN:1;Y1:1
"{D,E} -> {C,D}",2,"{B,C,D}:1","{B,C,D}",N:1;X:1,YN:1;Y1:1
"{C,D} -> {B,C,D}",2,,,N:1;X:1,YN:1;Y1:1
"{C,D} -> {C,D}",2,,,X:2,Y1:2
"{A,B,C} -> {B,C} -> {B,C,F}",2,"{A,C,D}:1;{C,D}:1","{A,C,D};{C,D}",X:2,Y1:2
"{A,B,C} -> {B,E}",2,"{B,D,E,G}:1;{A,B,E,G}:1","{B,D,E,G};{A,B,E,G}",Z:2,Y2:2
"{A,B} -> {A,B,E} -> {B,E}",2,"{B,C,E}:1;{B,D,E}:1","{B,C,E};{B,D,E}",Z:2,Y2:2
"{B,C,G} -> {C,D}",2,"{C,D,G}:1","{C,D,G}",X:2,Y1:2
"{A,B,C} -> {A,B} -> {B,C}",2,"{B,C,G}:1;{C,D}:1","{B,C,G};{C,D}",X:2,Y1:2
"{A,B} -> {B,C} -> {B,C,G}",2,"{C,D}:2","{C,D}",X:2,Y1:2
"{B,C} -> {B,C,G} -> {C,D}",2,"{C,D,G}:1","{C,D,G}",X:2,Y1:2
"{B,C} -> {A,H}",2,"{C,D}:2","{C,D}",X:2,Y1:2
"{A,H} -> {C,D}",2,"{C,D,E}:1","{C,D,E}",X:2,Y1:2
"{B,C} -> {A,H} -> {C,D}",2,"{C,D,E}:1","{C,D,E}",X:2,Y1:2
"{B,C,F} -> {C,D}",2,"{A,C,D}:1;{C,D}:1","{A,C,D};{C,D}",X:2,Y1:2
"{B,C} -> {B,C,F} -> {C,D}",2,"{A,C,D}:1;{C,D}:1","{A,C,D};{C,D}",X:2,Y1:2
"{A,C,D,H}",2,"{C,D,E}:1","{C,D,E}",X:2,Y1:2
"{A,B,H} -> {A,B,C}",2,"{B,C}:2","{B,C}",X:2,Y1:2
"{C,D} -> {A,C,D,H}",2,"{C,D,E}:1","{C,D,E}",X:2,Y1:2
"{A,B,H} -> {A,B,C} -> {B,C}",2,"{C,D}:2","{C,D}",X:2,Y1:2
"{A,B} -> {B,E} -> {B,E,G}",2,"{E,F}:2","{E,F}",Z:2,Y2:2
"{A,B} -> {C,H}",2,"{A,B,E}:1;{B,C,F}:1","{A,B,E};{B,C,F}",Z:1;X:1,Y2:1;Y1:1
"{A,C,E,F}",2,,,Z:2,Y2:2
"{E,F} -> {A,C,E,F}",2,,,Z:2,Y2:2
"{B,D,E} -> {E,F} -> {A,C,E,F}",2,,,Z:2,Y2:2
"{E,F} -> {E,F,G}",2,,,Z:2,Y2:2
"{B,D,E,G} -> {B,E}",2,"{E,F}:2","{E,F}",Z:2,Y2:2
"{B,D,E,G} -> {B,E} -> {E,F}",2,"{D,E,F}:1;{D,E,F,H}:1","{D,E,F};{D,E,F,H}",Z:2,Y2:2
"{B,E} -> {A,B,E,G}",2,"{E,F}:2","{E,F}",Z:2,Y2:2
"{A,B,E,G} -> {E,F}",2,,,Z:2,Y2:2
"{B,E} -> {A,B,E,G} -> {E,F}",2,,,Z:2,Y2:2
"{A,C,D,E}",2,"{C,D}:1","{C,D}",X:2,Y1:2
"{A,B} -> {B,D,E}",2,"{B,E}:2","{B,E}",Z:2,Y2:2
"{A,B} -> {B,D,E} -> {B,E}",2,"{B,C,D,E}:1;{B,E,F}:1","{B,C,D,E};{B,E,F}",Z:2,Y2:2
"{E,F,H} -> {E,F}",2,,,Z:2,Y2:2
"{B,E,G} -> {E,F} -> {A,E,F}",2,,,Z:2,Y2:2
"{B,C} -> {D,H}",2,"{C,D,G}:1;{B,C,D}:1","{C,D,G};{B,C,D}",X:2,Y1:2
"{A,B} -> {B,E,H}",2,"{B,E}:2","{B,E}",Z:2,Y2:2
"{A,B} -> {B,E,H} -> {B,E}",2,"{B,E,G}:1;{B,E,F}:1","{B,E,G};{B,E,F}",Z:2,Y2:2
"{A,B} -> {B,C} -> {B,C,H}",2,"{C,D}:2","{C,D}",X:2,Y1:2
"{A,B,E} -> {B,E,G}",2,"{B,E}:2","{B,E}",Z:2,Y2:2
"{B,E,G} -> {B,E}",2,"{E,F}:1;{B,E,F,G}:1","{E,F};{B,E,F,G}",Z:2,Y2:2
"{A,B,E} -> {B,E,G} -> {B,E}",2,"{E,F}:1;{B,E,F,G}:1","{E,F};{B,E,F,G}",Z:2,Y2:2
"{A,B,H} -> {B,E}",2,"{E,F}:1;{A,F}:1","{E,F};{A,F}",Z:2,Y2:2
"{E,F} -> {B,E,F}",2,,,Z:2,Y2:2
"{A,B} -> {A,B,H} -> {B,E}",2,"{E,F}:1;{A,F}:1","{E,F};{A,F}",Z:2,Y2:2
"{B,E} -> {E,F} -> {B,E,F}",2,,,Z:2,Y2:2
"{B,C} -> {C,D} -> {C,D,G}",2,"{A,C,D,E}:1","{A,C,D,E}",X:2,Y1:2
"{B,C} -> {C,D,G}",2,"{C,D}:2","{C,D}",X:2,Y1:2
"{B,C} -> {C,D,G} -> {C,D}",2,"{A,C,D}:1;{C,F}:1","{A,C,D};{C,F}",X:2,Y1:2
"{A,B,G} -> {B,C}",2,"{C,D}:1;{B,C}:1","{C,D};{B,C}",X:2,Y1:2
"{A,B} -> {A,B,G} -> {B,C}",2,"{C,D}:1;{B,C}:1","{C,D};{B,C}",X:2,Y1:2
"{A,B} -> {A,B}",2,"{B,C}:2","{B,C}",X:2,Y1:2
"{A,B} -> {A,B} -> {B,C}",2,"{C,D,G}:1;{C,D}:1","{C,D,G};{C,D}",X:2,Y1:2
