seed_index,seed,world,detector_variant,detector,event_decoder,dropout_probability,spurious_probability,noise_region,status,failure_modes,event_count,transition_count,motif_count,canonical_motif_supports,canonical_motif_recovery,canonical_length3_supports,canonical_length3_support_min,canonical_length3_support_mass,canonical_length3_support_fraction,representation_gain,canonical_length3_ranks,canonical_length3_rank_worst,canonical_event_support_fraction,canonical_transition_support_fraction,canonical_event_support_mass,canonical_transition_support_mass,length3_motif_support_mass,length3_motif_count,top5_length3_patterns,active_signal_cell_coverage_ratio,active_signal_cell_overcapture_ratio,event_history_accuracy,event_context_accuracy,collapsed_static_accuracy,predictive_accuracy_delta,compressibility_index,recurring_three_event_window_fraction,repeated_episode_instance_fraction
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.1,0.15,identity_collapse,failed,motif_loss;history_prediction_failure,762,562,136,24;30;26,0.4,24;30;26,24,80,0.4819277108433735,0.081928,3;1;2,3,0.7165354330708661,0.44661921708185054,546,251,166,36,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,C} -> {B,E} | {B,C} -> {B,H} -> {E,F}",1.004168,0.004168,0.493151,0.564103,0.012195,0.480956,0.295268,0.458564,0.39
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.1,0.15,undercapture,failed,undercapture;motif_loss;history_prediction_failure,1294,1094,326,9;10;9,0.15,9;10;9,9,28,0.09180327868852459,-0.058197,3;1;2,3,0.598145285935085,0.15722120658135283,774,172,305,114,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {B,E} | {B,C} -> {B,E} -> {E,F}",0.680667,0.0,0.142857,0.255591,0.090625,0.052232,0.194866,0.341163,0.04
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.1,0.2,identity_collapse,failed,overcapture;motif_loss;history_prediction_failure,1332,1132,316,0;0;2,0.0,0;0;2,0,2,0.020202020202020204,0.020202,0;0;11,11,0.33183183183183185,0.06890459363957598,442,78,99,43,"{A,B} -> {A,B,G} -> {B,G} | {A,B} -> {B,E} -> {B,E,F} | {B,E} -> {E,F} -> {E,F,G} | {E,F} -> {E,F,G} -> {E,G} | {A,B,E} -> {A,B} -> {B,E}",1.591028,0.591028,0.072581,0.176871,0.0,0.072581,0.106703,0.106109,0.01
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.1,0.2,identity_collapse,failed,motif_loss;history_prediction_failure,873,673,178,16;23;9,0.15,16;23;9,9,48,0.25396825396825395,0.103968,2;1;3,3,0.6483390607101948,0.30906389301634474,566,208,189,57,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {B,G} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {B,G}",0.988303,0.0,0.28972,0.413613,0.014706,0.275014,0.240656,0.398734,0.21
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.1,0.2,undercapture,failed,undercapture;motif_loss;history_prediction_failure,1461,1261,374,3;8;3,0.05,3;8;3,3,14,0.03899721448467967,-0.011003,39;1;23,39,0.5715263518138262,0.1308485329103886,835,165,359,142,"{A,B} -> {B,E} -> {E,F} | {B,E} -> {E,F} -> {E,F} | {B,C} -> {B,E} -> {E,F} | {B,C} -> {C,F} -> {E,F} | {A,B} -> {A,E} -> {A,B}",0.658318,0.0,0.19084,0.258953,0.054348,0.136492,0.186826,0.33836,0.0
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.15,0.0,positive_gain,failed,overcapture_degradation;motif_loss,523,323,25,37;45;40,0.616667,37;45;40,37,122,1.0,0.383333,3;1;2,3,0.9311663479923518,0.8792569659442725,487,284,122,3,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F}",1.362035,0.362035,1.0,0.960784,0.0,1.0,0.565623,0.938462,0.9
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.15,0.0,positive_gain,failed,overcapture_degradation;motif_loss,523,323,25,37;45;40,0.616667,37;45;40,37,122,1.0,0.383333,3;1;2,3,0.9311663479923518,0.8792569659442725,487,284,122,3,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F}",1.362035,0.362035,1.0,0.960784,0.0,1.0,0.565623,0.938462,0.9
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.15,0.0,identity_collapse,degraded,coverage_degradation;motif_degradation;history_prediction_degradation,681,481,46,48;54;43,0.716667,48;54;43,43,145,0.5731225296442688,-0.143544,2;1;3,3,0.920704845814978,0.7338877338877339,627,353,253,15,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,G} -> {B,G} | {B,G} -> {B,G} -> {E,F}",0.848663,0.0,0.8375,0.857143,0.1,0.7375,0.548309,0.900356,0.86
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.15,0.05,positive_gain,failed,overcapture_degradation;motif_loss;history_prediction_degradation,592,393,66,31;37;37,0.516667,31;37;37,31,105,0.875,0.358333,3;2;1,3,0.8108108108108109,0.6641221374045801,480,261,120,10,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {B,E} -> {E,F} -> {D,E,F} | {A,B,G} -> {B,G} -> {E,F}",1.167644,0.167644,0.755556,0.785047,0.0,0.755556,0.425361,0.603015,0.683417
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.15,0.05,positive_gain,failed,overcapture_degradation;motif_loss;history_prediction_degradation,564,365,41,34;42;43,0.566667,34;42;43,34,119,0.967479674796748,0.400813,3;2;1,3,0.8776595744680851,0.7890410958904109,495,288,123,5,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {B,F} -> {B,C} -> {E,F} | {A,B} -> {B,D} -> {E,F}",1.103128,0.103128,0.790698,0.855769,0.0,0.790698,0.483071,0.719298,0.809045
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.15,0.05,identity_collapse,failed,coverage_degradation;motif_loss;history_prediction_failure,844,644,164,27;30;27,0.45,27;30;27,27,84,0.3514644351464435,-0.098536,3;1;2,3,0.7559241706161137,0.44875776397515527,638,289,239,52,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {A,B} -> {B,C} | {A,B} -> {B,C} -> {B,C}",0.732649,0.0,0.521277,0.570621,0.096257,0.42502,0.338034,0.538288,0.46
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.15,0.1,positive_gain,failed,overcapture_degradation;motif_loss;history_prediction_failure,750,550,138,24;20;21,0.333333,24;20;21,20,65,0.6310679611650486,0.297735,1;3;2,3,0.6293333333333333,0.36363636363636365,472,200,103,21,"{A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {B,D,G} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {C,E,F}",1.188613,0.188613,0.415385,0.611511,0.0,0.415385,0.242714,0.29096,0.35
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.15,0.1,positive_gain,failed,motif_loss;history_prediction_degradation,638,438,80,33;31;33,0.516667,33;31;33,31,97,0.8016528925619835,0.284986,1;3;2,3,0.7978056426332288,0.5844748858447488,509,256,121,14,"{A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {C,F} | {A,B} -> {G,H} -> {B,G}",0.993152,0.0,0.745455,0.846154,0.008065,0.73739,0.350084,0.5,0.575
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.15,0.1,identity_collapse,failed,coverage_degradation;motif_loss;history_prediction_failure,1151,951,287,14;16;10,0.166667,14;16;10,10,40,0.11976047904191617,-0.046907,2;1;3,3,0.6455256298870548,0.22607781282860148,743,215,334,115,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {A,B} -> {B,C} | {A,B} -> {A,D} -> {A,B}",0.705928,0.0,0.24581,0.402299,0.090226,0.155584,0.251173,0.44474,0.085
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.15,0.15,identity_collapse,failed,overcapture_degradation;motif_loss;history_prediction_failure,994,794,234,8;12;4,0.066667,8;12;4,4,24,0.23076923076923078,0.164102,2;1;3,3,0.4476861167002012,0.14609571788413098,445,116,104,40,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {A,B,G} -> {B,G} | {B,C,F} -> {B,C} -> {E,F}",1.323443,0.323443,0.240506,0.276382,0.0,0.240506,0.149154,0.17479,0.055
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.15,0.15,identity_collapse,failed,motif_loss;history_prediction_failure,760,560,155,17;23;14,0.233333,17;23;14,14,54,0.36486486486486486,0.131532,2;1;3,3,0.6776315789473685,0.35,515,196,148,44,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {B,C} | {B,E} -> {B,F} -> {E,F}",0.977049,0.0,0.358025,0.447368,0.024691,0.333333,0.25441,0.409972,0.31
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.15,0.15,undercapture,failed,undercapture;motif_loss;history_prediction_failure,1389,1189,354,6;10;5,0.083333,6;10;5,5,21,0.061224489795918366,-0.022109,5;2;7,7,0.5881929445644348,0.15391084945332212,817,183,343,126,"{B,G} -> {B,E} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {A,B} -> {B,E} | {B,E} -> {E,F} -> {E,F} | {A,B} -> {B,C} -> {E,F}",0.675082,0.0,0.194093,0.284884,0.06,0.134093,0.195524,0.346815,0.0
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.15,0.2,identity_collapse,failed,overcapture;motif_loss;history_prediction_failure,1253,1053,290,4;3;6,0.05,4;3;6,3,13,0.16883116883116883,0.118831,2;11;1,11,0.32561851556264965,0.07597340930674264,408,80,77,31,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {B,G} -> {E,F} -> {A,E,F} | {A,B,G} -> {B,G} -> {E,F} | {A,B,F} -> {A,F} -> {B,C}",1.520336,0.520336,0.113208,0.171756,0.0,0.113208,0.100484,0.09027,0.0
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.15,0.2,identity_collapse,failed,motif_loss;history_prediction_failure,852,652,192,13;11;12,0.183333,13;11;12,11,36,0.21176470588235294,0.028432,1;3;2,3,0.6197183098591549,0.24846625766871167,528,162,170,59,"{A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {B,C} -> {C,E} -> {E,F} | {A,E} -> {B,E} -> {E,F}",0.970137,0.0,0.257426,0.414508,0.029557,0.227869,0.22184,0.376106,0.15
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.15,0.2,undercapture,failed,undercapture;motif_loss;history_prediction_failure,1597,1397,406,6;4;6,0.066667,6;4;6,4,16,0.03970223325062035,-0.026965,6;14;5,14,0.5428929242329368,0.10021474588403723,867,140,403,156,"{A,B} -> {B,E} -> {B,C} | {B,C} -> {C,E} -> {E,F} | {B,G} -> {E,F} -> {E,F} | {A,B} -> {A,C} -> {B,C} | {A,B} -> {B,G} -> {E,F}",0.658703,0.0,0.15,0.202353,0.051765,0.098235,0.18217,0.336675,0.0
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.2,0.0,positive_gain,failed,overcapture_degradation;motif_loss,490,290,27,32;30;38,0.5,32;30;38,30,100,1.0,0.5,2;3;1,3,0.9204081632653062,0.8379310344827586,451,243,100,3,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,E} -> {E,F}",1.294199,0.294199,1.0,0.896552,0.0,1.0,0.560922,0.934579,0.89
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.2,0.0,positive_gain,failed,overcapture_degradation;motif_loss,490,290,27,32;30;38,0.5,32;30;38,30,100,1.0,0.5,2;3;1,3,0.9204081632653062,0.8379310344827586,451,243,100,3,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,E} -> {E,F}",1.294199,0.294199,1.0,0.896552,0.0,1.0,0.560922,0.934579,0.89
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.2,0.0,identity_collapse,degraded,coverage_degradation;motif_degradation;history_prediction_degradation,662,462,48,49;44;43,0.716667,49;44;43,43,136,0.5714285714285714,-0.145238,1;2;3,3,0.9169184290030211,0.7251082251082251,607,335,238,15,"{A,B} -> {B,C} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {A,B} -> {B,E} | {A,B} -> {B,E} -> {B,E}",0.799724,0.0,0.7875,0.828571,0.121429,0.666071,0.550907,0.908397,0.85
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.2,0.05,positive_gain,failed,motif_loss;history_prediction_degradation,529,330,42,26;31;24,0.4,26;31;24,24,81,0.9759036144578314,0.575904,2;1;3,3,0.8449905482041588,0.6636363636363637,447,219,83,4,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {B,C,E} -> {B,C} -> {E,F}",1.050717,0.050717,0.8,0.777778,0.0,0.8,0.417958,0.564626,0.688442
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.2,0.05,positive_gain,failed,motif_loss;history_prediction_degradation,507,308,31,29;35;27,0.45,29;35;27,27,91,1.0,0.55,2;1;3,3,0.8875739644970414,0.7467532467532467,450,230,91,3,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F}",1.006148,0.006148,0.891892,0.84375,0.0,0.891892,0.478251,0.722222,0.79397
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.2,0.05,identity_collapse,failed,coverage_degradation;motif_loss;history_prediction_failure,885,685,185,25;29;21,0.35,25;29;21,21,75,0.30612244897959184,-0.043878,2;1;3,3,0.7446327683615819,0.38686131386861317,659,265,245,62,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {B,E} -> {E,F} -> {E,F} | {A,B} -> {A,B} -> {B,G}",0.704918,0.0,0.466102,0.5,0.090909,0.375193,0.315142,0.505155,0.25
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.2,0.1,positive_gain,failed,motif_loss;history_prediction_failure,687,487,113,21;15;15,0.25,21;15;15,15,51,0.6710526315789473,0.421053,1;2;3,3,0.6404657933042213,0.3655030800821355,440,178,76,14,"{A,B} -> {B,C} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B,D} -> {B,C} -> {E,F} | {B,C,G} -> {B,G} -> {E,F}",1.098116,0.098116,0.560976,0.525862,0.0,0.560976,0.230908,0.256757,0.355
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.2,0.1,positive_gain,failed,motif_loss;history_prediction_failure,606,406,92,29;24;29,0.4,29;24;29,24,82,0.7068965517241379,0.306897,2;3;1,3,0.7739273927392739,0.5517241379310345,469,224,116,19,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,H} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {C,G}",0.954527,0.0,0.615385,0.666667,0.0,0.615385,0.350385,0.534562,0.59
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.2,0.1,undercapture,failed,undercapture;motif_loss;history_prediction_failure,1144,944,281,13;9;15,0.15,13;9;15,9,37,0.12091503267973856,-0.029085,2;4;1,4,0.6284965034965035,0.22245762711864406,719,210,306,102,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,E} -> {B,E} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {A,B} -> {B,C}",0.689062,0.0,0.223464,0.32852,0.074468,0.148996,0.232714,0.41129,0.065
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.2,0.15,identity_collapse,failed,overcapture_degradation;motif_loss;history_prediction_failure,920,720,198,0;2;7,0.0,0;2;7,0,9,0.1267605633802817,0.126761,0;10;1,10,0.4380434782608696,0.1388888888888889,403,100,71,31,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,G} -> {B,E} | {B,E} -> {B,G} -> {E,F} | {A,B} -> {A,B,H} -> {A,H} | {B,C} -> {E,F} -> {E,F,G}",1.262314,0.262314,0.209677,0.270718,0.0,0.209677,0.133701,0.136276,0.065
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.2,0.15,identity_collapse,failed,motif_loss;history_prediction_failure,729,529,143,6;13;17,0.1,6;13;17,6,36,0.29508196721311475,0.195082,3;2;1,3,0.6502057613168725,0.31947069943289225,474,169,122,39,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {B,E} | {B,C} -> {B,F} -> {E,F}",0.950067,0.0,0.402985,0.423841,0.01227,0.390715,0.229915,0.36747,0.305
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.2,0.15,undercapture,failed,undercapture;motif_loss;history_prediction_failure,1387,1187,354,0;5;7,0.0,0;5;7,0,12,0.03908794788273615,0.039088,0;2;1,2,0.5457822638788753,0.10951979780960404,757,130,307,127,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {A,E} -> {B,E} | {A,B} -> {A,B} -> {B,C} | {A,B} -> {B,E} -> {A,E}",0.66363,0.0,0.127572,0.216763,0.051429,0.076143,0.171894,0.311044,0.0
0,7,overlap,sliding_window_low_threshold,sliding_window,none,0.2,0.2,identity_collapse,failed,overcapture_degradation;motif_loss;history_prediction_failure,1218,1018,279,0;2;5,0.0,0;2;5,0,7,0.15217391304347827,0.152174,0;8;1,8,0.32922824302134646,0.068762278978389,401,70,46,21,"{A,B} -> {B,G} -> {E,F} | {B,D,G} -> {B,G} -> {E,F} | {E,F} -> {E,F,G} -> {E,F} | {B,G} -> {E,F} -> {A,E,F} | {A,B,D} -> {B,G} -> {E,F}",1.479422,0.479422,0.040404,0.111111,0.0,0.040404,0.086673,0.056166,0.0
0,7,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.2,0.2,identity_collapse,failed,motif_loss;history_prediction_failure,850,650,196,4;9;16,0.066667,4;9;16,4,29,0.21804511278195488,0.151378,5;2;1,5,0.6058823529411764,0.21076923076923076,515,137,133,47,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {C,H} -> {B,C} | {B,C} -> {C,F} -> {E,F} | {A,B} -> {B,C} -> {E,F}",0.959711,0.0,0.215054,0.356757,0.015544,0.19951,0.182595,0.2949,0.125
0,7,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.2,0.2,undercapture,failed,undercapture;motif_loss;history_prediction_failure,1661,1461,438,0;8;3,0.0,0;8;3,0,11,0.02696078431372549,0.026961,0;1;18,18,0.5279951836243227,0.08213552361396304,877,120,408,165,"{A,B} -> {B,E} -> {E,F} | {B,E} -> {E,F} -> {E,F} | {B,C} -> {B,E} -> {E,F} | {A,B} -> {A,B} -> {B,C} | {A,B} -> {A,D} -> {A,B}",0.657906,0.0,0.130573,0.164009,0.045558,0.085015,0.171656,0.323553,0.0
0,7,hostile_unique,sliding_window_low_threshold,sliding_window,none,0.0,0.0,hostile_collapse,expected_collapse,noncompressible_as_expected,600,400,0,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,1.555,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,hostile_unique,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.0,0.0,hostile_collapse,expected_collapse,noncompressible_as_expected,600,400,0,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,1.555,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,hostile_unique,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.0,0.0,hostile_collapse,expected_collapse,noncompressible_as_expected,600,400,0,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,hostile_unique,sliding_window_low_threshold,sliding_window,none,0.0,0.05,hostile_collapse,expected_collapse,noncompressible_as_expected,941,741,57,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.893204,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.0
0,7,hostile_unique,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.0,0.05,hostile_collapse,expected_collapse,noncompressible_as_expected,727,527,111,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.674865,0.0,0.0,0.0,0.0,0.0,0.003792,0.0,0.0
0,7,hostile_unique,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.0,0.05,hostile_collapse,expected_collapse,noncompressible_as_expected,1455,1255,448,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.577131,0.0,0.0,0.0,0.0,0.0,0.007563,0.0,0.0
0,7,hostile_unique,sliding_window_low_threshold,sliding_window,none,0.0,0.1,hostile_collapse,expected_collapse,noncompressible_as_expected,1636,1436,122,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,1.046113,0.046113,0.0,0.0,0.0,0.0,0.001566,0.0,0.0
0,7,hostile_unique,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.0,0.1,hostile_collapse,expected_collapse,noncompressible_as_expected,1029,829,266,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.538472,0.0,0.0,0.0,0.0,0.0,0.00761,0.0,0.0
0,7,hostile_unique,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.0,0.1,hostile_leak,expected_collapse,noncompressible_as_expected,2077,1877,604,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,2,1,"{U06,U36} -> {U06,U22} -> {U22,U30}",0.450233,0.0,0.0625,0.0,0.0,0.0625,0.010119,0.001193,0.0
0,7,hostile_unique,sliding_window_low_threshold,sliding_window,none,0.0,0.15,hostile_collapse,expected_collapse,noncompressible_as_expected,2315,2115,89,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,1.334658,0.334658,0.0,0.0,0.0,0.0,0.000859,0.0,0.0
0,7,hostile_unique,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.0,0.15,hostile_collapse,expected_collapse,noncompressible_as_expected,1379,1179,393,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.493467,0.0,0.0,0.0,0.0,0.0,0.009131,0.0,0.0
0,7,hostile_unique,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.0,0.15,hostile_leak,expected_collapse,noncompressible_as_expected,2468,2268,705,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,4,2,"{U13,U36} -> {U32,U36} -> {U00,U24} | {U10,U28} -> {U09,U28} -> {U00,U23}",0.373427,0.0,0.017241,0.0,0.001706,0.015535,0.012907,0.001934,0.0
0,7,hostile_unique,sliding_window_low_threshold,sliding_window,none,0.0,0.2,hostile_collapse,expected_collapse,noncompressible_as_expected,2529,2329,12,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,1.565477,0.565477,0.0,0.0,0.0,0.0,9.3e-05,0.0,0.0
0,7,hostile_unique,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.0,0.2,hostile_collapse,expected_collapse,noncompressible_as_expected,1446,1246,382,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.407174,0.0,0.0,0.0,0.0,0.0,0.011419,0.0,0.0
0,7,hostile_unique,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.0,0.2,hostile_leak,expected_collapse,noncompressible_as_expected,2488,2288,679,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,6,3,"{U06,U18} -> {U06,U26} -> {U06,U17} | {U14,U15} -> {U15,U27} -> {U21,U36} | {U14,U17} -> {U07,U34} -> {U21,U23}",0.311078,0.0,0.052632,0.0,0.005155,0.047477,0.014242,0.002874,0.0
0,7,hostile_unique,sliding_window_low_threshold,sliding_window,none,0.05,0.0,hostile_collapse,expected_collapse,noncompressible_as_expected,594,394,0,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,1.515098,0.515098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,hostile_unique,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.05,0.0,hostile_collapse,expected_collapse,noncompressible_as_expected,594,394,0,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,1.515098,0.515098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,hostile_unique,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.05,0.0,hostile_collapse,expected_collapse,noncompressible_as_expected,648,448,49,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.948695,0.0,0.0,0.0,0.0,0.0,0.001366,0.0,0.0
0,7,hostile_unique,sliding_window_low_threshold,sliding_window,none,0.05,0.05,hostile_collapse,expected_collapse,noncompressible_as_expected,898,698,75,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.836139,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0
0,7,hostile_unique,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,0.05,0.05,hostile_collapse,expected_collapse,noncompressible_as_expected,720,520,117,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.647355,0.0,0.0,0.0,0.0,0.0,0.003939,0.0,0.0
0,7,hostile_unique,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,0.05,0.05,hostile_collapse,expected_collapse,noncompressible_as_expected,1647,1447,518,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,0.571054,0.0,0.0,0.0,0.003333,-0.003333,0.008673,0.0,0.0
0,7,hostile_unique,sliding_window_low_threshold,sliding_window,none,0.05,0.1,hostile_collapse,expected_collapse,noncompressible_as_expected,1667,1467,144,,0.0,,0,0,0.0,0.0,,0,0.0,0.0,0,0,0,0,,1.045214,0.045214,0.0,0.0,0.0,0.0,0.002021,0.0,0.0
