environment_id,world,detector_variant,detector,status,failure_modes,event_count,transition_count,motif_count,canonical_motif_supports,canonical_motif_recovery,active_signal_cell_coverage_ratio,active_signal_cell_overcapture_ratio,event_history_accuracy,event_context_accuracy,collapsed_static_accuracy,predictive_accuracy_delta,compressibility_index,recurring_three_event_window_fraction,repeated_episode_instance_fraction,window_size,activation_threshold,dropout_probability,spurious_probability,heu_attack_rate,heu_recovery_rate,heu_leak_rate,heu_commitment_threshold,hysteresis_off_ratio,hybrid_local_threshold_ratio,event_decoder,decoder_subset_size
branch_clean,branch,hysteresis_default,hysteresis,faithful,within_useful_manifold,420,280,26,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.549473,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_clean,branch,hysteresis_tight,hysteresis,faithful,within_useful_manifold,420,280,27,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.55256,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.85,0.75,none,2
branch_clean,branch,hysteresis_loose,hysteresis,faithful,within_useful_manifold,420,280,27,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.550446,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.35,0.75,none,2
branch_clean,branch,hysteresis_low_threshold,hysteresis,faithful,within_useful_manifold,420,280,26,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.552889,0.857143,0.857143,3,0.6,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_clean,branch,hysteresis_high_threshold,hysteresis,faithful,within_useful_manifold,420,280,24,60;60,1.0,1.007323,0.007323,1.0,1.0,0.0,1.0,0.553124,0.857143,0.857143,3,0.9,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_clean,branch,hybrid_default,hybrid_state_window,degraded,coverage_degradation,420,280,26,60;60,1.0,0.777778,0.0,1.0,1.0,0.0,1.0,0.551224,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_clean,branch,hybrid_strict_local,hybrid_state_window,failed,undercapture,420,280,27,60;60,1.0,0.556349,0.0,1.0,1.0,0.0,1.0,0.550161,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.95,none,2
branch_clean,branch,hybrid_loose_local,hybrid_state_window,degraded,coverage_degradation,420,280,27,60;60,1.0,0.777778,0.0,1.0,1.0,0.0,1.0,0.549455,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.55,none,2
branch_clean,branch,hybrid_fast_decay,hybrid_state_window,degraded,coverage_degradation,420,280,25,60;60,1.0,0.777778,0.0,1.0,1.0,0.0,1.0,0.552451,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_clean,branch,hybrid_high_commit,hybrid_state_window,degraded,coverage_degradation,420,280,30,60;60,1.0,0.777778,0.0,1.0,1.0,0.0,1.0,0.551833,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_clean,branch,union_default,union_state_window,faithful,within_useful_manifold,420,280,27,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.555333,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_clean,branch,union_fast_decay,union_state_window,faithful,within_useful_manifold,420,280,28,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.550205,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.6,0.05,0.65,0.55,0.75,none,2
