environment_id,world,detector_variant,detector,status,failure_modes,event_count,transition_count,motif_count,canonical_motif_supports,canonical_motif_recovery,active_signal_cell_coverage_ratio,active_signal_cell_overcapture_ratio,event_history_accuracy,event_context_accuracy,collapsed_static_accuracy,predictive_accuracy_delta,compressibility_index,recurring_three_event_window_fraction,repeated_episode_instance_fraction,window_size,activation_threshold,dropout_probability,spurious_probability,heu_attack_rate,heu_recovery_rate,heu_leak_rate,heu_commitment_threshold,hysteresis_off_ratio,hybrid_local_threshold_ratio,event_decoder,decoder_subset_size
branch_clean,branch,union_high_commit,union_state_window,faithful,within_useful_manifold,420,280,28,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.542303,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_clean,branch,union_low_threshold,union_state_window,failed,overcapture,419,279,24,60;60,1.0,1.554762,0.554762,1.0,1.0,0.0,1.0,0.553922,0.863309,0.857143,3,0.6,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_clean,branch,union_top_intensity_pair,union_state_window,faithful,within_useful_manifold,420,280,25,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.55354,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,top_intensity_pair,2
branch_clean,branch,union_frequent_subset_pair,union_state_window,faithful,within_useful_manifold,420,280,26,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.552687,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,frequent_subset_pair,2
branch_clean,branch,union_consensus_pair,union_state_window,faithful,within_useful_manifold,420,280,30,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.548316,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,consensus_pair,2
branch_clean,branch,union_consensus_fast_decay,union_state_window,faithful,within_useful_manifold,420,280,25,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.550587,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.6,0.05,0.65,0.55,0.75,consensus_pair,2
branch_clean,branch,sliding_low_consensus_pair,sliding_window,failed,overcapture,418,278,25,60;60,1.0,1.554762,0.554762,1.0,1.0,0.0,1.0,0.553261,0.869565,0.857143,3,0.6,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,consensus_pair,2
branch_clean,branch,hybrid_fast_consensus_pair,hybrid_state_window,degraded,coverage_degradation,420,280,27,60;60,1.0,0.777778,0.0,1.0,1.0,0.0,1.0,0.544417,0.857143,0.857143,3,0.75,0.0,0.0,0.8,0.6,0.05,0.65,0.55,0.75,consensus_pair,2
branch_dropout,branch,sliding_window_default,sliding_window,failed,coverage_degradation;motif_loss,307,170,24,17;28,0.283333,0.769745,0.0,1.0,1.0,0.0,1.0,0.517355,0.865385,0.854015,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,sliding_window_short,sliding_window,degraded,coverage_degradation;motif_degradation,374,234,29,42;44,0.7,0.879731,0.0,1.0,0.972222,0.0,1.0,0.533804,0.877551,0.857143,2,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,sliding_window_long,sliding_window,failed,undercapture;motif_loss,140,46,20,3;3,0.05,0.526886,0.0,1.0,0.583333,0.0,1.0,0.419766,0.857143,0.882979,4,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,sliding_window_low_threshold,sliding_window,failed,overcapture;motif_degradation,409,269,31,56;55,0.916667,1.505863,0.505863,1.0,0.9875,0.0,1.0,0.547734,0.860465,0.842857,3,0.6,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,sliding_window_high_threshold,sliding_window,failed,coverage_degradation;motif_loss,312,172,27,22;24,0.366667,0.805508,0.0,1.0,0.854545,0.0,1.0,0.498391,0.851852,0.857143,3,0.9,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,heu_default,heu_like,degraded,motif_degradation,454,314,41,56;54,0.9,0.952103,0.0,0.957447,0.966292,0.022472,0.934975,0.533784,0.862069,0.835714,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,heu_fast_decay,heu_like,degraded,motif_degradation;history_prediction_degradation,453,313,38,56;55,0.916667,0.95735,0.0,0.851852,0.90625,0.072917,0.778935,0.537761,0.861272,0.835714,3,0.75,0.05,0.0,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_dropout,branch,heu_slow_decay,heu_like,failed,overcapture,420,280,29,59;59,0.983333,1.674477,0.674477,0.97619,0.988095,0.0,0.97619,0.547193,0.842857,0.842857,3,0.75,0.05,0.0,0.8,0.15,0.0,0.65,0.55,0.75,none,2
branch_dropout,branch,heu_high_commit,heu_like,degraded,motif_degradation;history_prediction_degradation,452,312,40,55;55,0.916667,0.954678,0.0,0.867925,0.926316,0.063158,0.804767,0.533282,0.866279,0.85,3,0.75,0.05,0.0,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_dropout,branch,heu_low_commit,heu_like,degraded,overcapture_degradation,420,280,28,60;60,1.0,1.329983,0.329983,1.0,1.0,0.0,1.0,0.53758,0.857143,0.857143,3,0.75,0.05,0.0,0.8,0.35,0.02,0.5,0.55,0.75,none,2
branch_dropout,branch,hysteresis_default,hysteresis,degraded,coverage_degradation;motif_degradation;history_prediction_degradation,457,317,40,54;48,0.8,0.945561,0.0,0.854545,0.907216,0.051546,0.802999,0.532697,0.864407,0.821429,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,hysteresis_tight,hysteresis,degraded,coverage_degradation;motif_degradation;history_prediction_degradation,460,320,40,53;54,0.883333,0.936152,0.0,0.867925,0.915789,0.052632,0.815293,0.537756,0.877778,0.842857,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.85,0.75,none,2
branch_dropout,branch,hysteresis_loose,hysteresis,degraded,motif_degradation;history_prediction_degradation,452,312,38,53;56,0.883333,0.952023,0.0,0.862069,0.9,0.05,0.812069,0.538715,0.866279,0.842857,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.35,0.75,none,2
branch_dropout,branch,hysteresis_low_threshold,hysteresis,degraded,motif_degradation;history_prediction_degradation,453,313,38,55;55,0.916667,0.952975,0.0,0.884615,0.914894,0.031915,0.8527,0.539262,0.872832,0.835714,3,0.6,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,hysteresis_high_threshold,hysteresis,degraded,coverage_degradation;motif_degradation;history_prediction_degradation,452,312,41,55;56,0.916667,0.948268,0.0,0.938776,0.934066,0.054945,0.88383,0.526254,0.843023,0.842857,3,0.9,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,hybrid_default,hybrid_state_window,degraded,coverage_degradation;motif_degradation,420,280,31,55;54,0.9,0.712317,0.0,1.0,0.974684,0.012658,0.987342,0.53899,0.851064,0.828571,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,hybrid_strict_local,hybrid_state_window,failed,undercapture;motif_loss,333,193,22,33;27,0.45,0.464376,0.0,1.0,0.842105,0.0,1.0,0.538362,0.895522,0.857143,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.95,none,2
branch_dropout,branch,hybrid_loose_local,hybrid_state_window,degraded,coverage_degradation;history_prediction_degradation,427,287,30,57;57,0.95,0.715658,0.0,0.895833,0.9,0.088889,0.806944,0.551134,0.870748,0.828571,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.55,none,2
branch_dropout,branch,hybrid_fast_decay,hybrid_state_window,degraded,coverage_degradation;motif_degradation,422,282,30,56;57,0.933333,0.721162,0.0,0.952381,0.97619,0.02381,0.928571,0.546041,0.859155,0.835714,3,0.75,0.05,0.0,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_dropout,branch,hybrid_high_commit,hybrid_state_window,degraded,coverage_degradation;motif_degradation,424,284,30,56;56,0.933333,0.703223,0.0,0.953488,0.941176,0.047059,0.90643,0.53596,0.833333,0.828571,3,0.75,0.05,0.0,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_dropout,branch,union_default,union_state_window,faithful,within_useful_manifold,450,310,37,57;59,0.95,0.9525,0.0,0.959184,0.956044,0.043956,0.915228,0.538915,0.852941,0.842857,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,union_fast_decay,union_state_window,degraded,coverage_degradation;motif_degradation;history_prediction_degradation,461,321,42,56;52,0.866667,0.942713,0.0,0.892857,0.887755,0.061224,0.831633,0.528514,0.867403,0.828571,3,0.75,0.05,0.0,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_dropout,branch,union_high_commit,union_state_window,degraded,motif_degradation,445,305,42,57;55,0.916667,0.953731,0.0,0.957447,0.955056,0.044944,0.912503,0.530539,0.854545,0.85,3,0.75,0.05,0.0,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_dropout,branch,union_low_threshold,union_state_window,failed,overcapture,420,280,28,60;60,1.0,1.519062,0.519062,1.0,1.0,0.0,1.0,0.550857,0.857143,0.857143,3,0.6,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_dropout,branch,union_top_intensity_pair,union_state_window,degraded,motif_degradation;history_prediction_degradation,448,308,39,57;54,0.9,0.958644,0.0,0.903846,0.914894,0.074468,0.829378,0.532015,0.857143,0.85,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,top_intensity_pair,2
branch_dropout,branch,union_frequent_subset_pair,union_state_window,degraded,motif_degradation;history_prediction_degradation,460,320,39,55;53,0.883333,0.954319,0.0,0.833333,0.872549,0.088235,0.745098,0.54272,0.883333,0.842857,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,frequent_subset_pair,2
branch_dropout,branch,union_consensus_pair,union_state_window,degraded,motif_degradation;history_prediction_degradation,456,316,39,53;55,0.883333,0.952936,0.0,0.886792,0.915789,0.031579,0.855214,0.541896,0.869318,0.835714,3,0.75,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,consensus_pair,2
branch_dropout,branch,union_consensus_fast_decay,union_state_window,degraded,coverage_degradation;motif_degradation;history_prediction_degradation,453,313,37,57;53,0.883333,0.948557,0.0,0.901961,0.935484,0.032258,0.869703,0.538886,0.872832,0.828571,3,0.75,0.05,0.0,0.8,0.6,0.05,0.65,0.55,0.75,consensus_pair,2
branch_dropout,branch,sliding_low_consensus_pair,sliding_window,failed,overcapture,419,279,29,60;59,0.983333,1.526338,0.526338,1.0,1.0,0.0,1.0,0.551516,0.856115,0.85,3,0.6,0.05,0.0,0.8,0.35,0.02,0.65,0.55,0.75,consensus_pair,2
branch_dropout,branch,hybrid_fast_consensus_pair,hybrid_state_window,degraded,coverage_degradation;motif_degradation,427,287,30,59;56,0.933333,0.705,0.0,0.955556,0.954023,0.045977,0.909579,0.542831,0.85034,0.85,3,0.75,0.05,0.0,0.8,0.6,0.05,0.65,0.55,0.75,consensus_pair,2
branch_spurious,branch,sliding_window_default,sliding_window,degraded,coverage_degradation,420,280,24,60;60,1.0,0.778395,0.0,1.0,1.0,0.0,1.0,0.55409,0.857143,0.857143,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,sliding_window_short,sliding_window,degraded,coverage_degradation;motif_degradation,429,289,27,58;56,0.933333,0.794538,0.0,0.95,0.951807,0.0,0.95,0.519,0.765101,0.8,2,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,sliding_window_long,sliding_window,failed,undercapture;motif_loss,192,70,20,3;2,0.033333,0.540407,0.0,1.0,0.647059,0.0,1.0,0.378057,0.625,0.852459,4,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,sliding_window_low_threshold,sliding_window,degraded,overcapture_degradation;motif_degradation;history_prediction_degradation,469,329,71,44;47,0.733333,1.329212,0.329212,0.878049,0.844444,0.010638,0.86741,0.431772,0.613757,0.635714,3,0.6,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,sliding_window_high_threshold,sliding_window,degraded,coverage_degradation,420,280,26,60;60,1.0,0.806916,0.0,1.0,1.0,0.0,1.0,0.54468,0.857143,0.857143,3,0.9,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,heu_default,heu_like,failed,coverage_degradation;motif_loss;history_prediction_failure,861,721,217,12;12,0.2,0.934533,0.0,0.295238,0.389744,0.0,0.295238,0.242121,0.378657,0.05,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,heu_fast_decay,heu_like,failed,coverage_degradation;motif_loss;history_prediction_failure,860,720,229,15;10,0.166667,0.929074,0.0,0.343434,0.38172,0.010101,0.333333,0.209563,0.303448,0.078571,3,0.75,0.0,0.05,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_spurious,branch,heu_slow_decay,heu_like,failed,overcapture;motif_loss;history_prediction_failure,1084,944,292,0;2,0.0,1.714375,0.714375,0.148649,0.295455,0.0,0.148649,0.193562,0.28607,0.014286,3,0.75,0.0,0.05,0.8,0.15,0.0,0.65,0.55,0.75,none,2
branch_spurious,branch,heu_high_commit,heu_like,failed,coverage_degradation;motif_loss;history_prediction_failure,855,715,234,8;13,0.133333,0.926837,0.0,0.35,0.413265,0.0,0.35,0.233103,0.36,0.035714,3,0.75,0.0,0.05,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_spurious,branch,heu_low_commit,heu_like,failed,overcapture_degradation;motif_loss;history_prediction_failure,1021,881,273,3;2,0.033333,1.379471,0.379471,0.211679,0.238095,0.0,0.211679,0.169362,0.241565,0.0,3,0.75,0.0,0.05,0.8,0.35,0.02,0.5,0.55,0.75,none,2
branch_spurious,branch,hysteresis_default,hysteresis,failed,coverage_degradation;motif_loss;history_prediction_failure,859,719,235,6;12,0.1,0.936316,0.0,0.303571,0.355,0.0,0.303571,0.235002,0.376511,0.057143,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,hysteresis_tight,hysteresis,failed,coverage_degradation;motif_loss;history_prediction_failure,847,707,216,14;8,0.133333,0.926935,0.0,0.298246,0.433673,0.0,0.298246,0.23864,0.366843,0.107143,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.85,0.75,none,2
branch_spurious,branch,hysteresis_loose,hysteresis,failed,coverage_degradation;motif_loss;history_prediction_failure,875,735,246,11;6,0.1,0.927744,0.0,0.280702,0.405,0.0,0.280702,0.206919,0.319328,0.042857,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.35,0.75,none,2
branch_spurious,branch,hysteresis_low_threshold,hysteresis,failed,coverage_degradation;motif_loss;history_prediction_failure,847,707,235,14;9,0.15,0.929726,0.0,0.293651,0.401961,0.0,0.293651,0.239164,0.377425,0.05,3,0.6,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,hysteresis_high_threshold,hysteresis,failed,coverage_degradation;motif_loss;history_prediction_failure,851,711,227,9;10,0.15,0.930013,0.0,0.355372,0.388889,0.004902,0.35047,0.231831,0.366025,0.014286,3,0.9,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,hybrid_default,hybrid_state_window,failed,undercapture;motif_degradation;history_prediction_degradation,492,352,58,53;55,0.883333,0.636392,0.0,0.818182,0.89011,0.0,0.818182,0.439698,0.646226,0.707143,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,hybrid_strict_local,hybrid_state_window,failed,undercapture;history_prediction_degradation,463,323,46,59;60,0.983333,0.446111,0.0,0.87037,1.0,0.0,0.87037,0.511204,0.814208,0.8,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.95,none,2
branch_spurious,branch,hybrid_loose_local,hybrid_state_window,failed,undercapture;motif_degradation;history_prediction_degradation,555,415,86,50;51,0.833333,0.636336,0.0,0.802817,0.822034,0.0,0.802817,0.432959,0.68,0.607143,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.55,none,2
branch_spurious,branch,hybrid_fast_decay,hybrid_state_window,failed,undercapture;motif_degradation;history_prediction_degradation,479,339,51,55;53,0.883333,0.636732,0.0,0.803922,0.924731,0.0,0.803922,0.450442,0.648241,0.657143,3,0.75,0.0,0.05,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_spurious,branch,hybrid_high_commit,hybrid_state_window,failed,undercapture;motif_degradation;history_prediction_degradation,488,348,52,55;50,0.833333,0.629664,0.0,0.72549,0.895833,0.0,0.72549,0.428295,0.615385,0.671429,3,0.75,0.0,0.05,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_spurious,branch,union_default,union_state_window,failed,overcapture_degradation;motif_loss;history_prediction_failure,791,651,220,7;9,0.116667,1.132011,0.132011,0.229885,0.307692,0.0,0.229885,0.202229,0.305284,0.064286,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,union_fast_decay,union_state_window,failed,overcapture_degradation;motif_loss;history_prediction_failure,791,651,213,8;7,0.116667,1.13443,0.13443,0.277778,0.417647,0.0,0.277778,0.209496,0.328767,0.042857,3,0.75,0.0,0.05,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_spurious,branch,union_high_commit,union_state_window,failed,overcapture_degradation;motif_loss;history_prediction_failure,766,626,195,8;11,0.133333,1.12035,0.12035,0.391753,0.378049,0.0,0.391753,0.229019,0.355967,0.085714,3,0.75,0.0,0.05,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_spurious,branch,union_low_threshold,union_state_window,failed,overcapture;motif_loss;history_prediction_failure,785,645,207,11;10,0.166667,1.624381,0.624381,0.378641,0.37931,0.0,0.378641,0.231103,0.374257,0.107143,3,0.6,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_spurious,branch,union_top_intensity_pair,union_state_window,failed,coverage_degradation;motif_loss;history_prediction_failure,528,388,95,31;30,0.5,0.843807,0.0,0.666667,0.669725,0.016807,0.64986,0.343044,0.552419,0.6,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,top_intensity_pair,2
branch_spurious,branch,union_frequent_subset_pair,union_state_window,failed,coverage_degradation;motif_loss;history_prediction_failure,551,411,77,41;34,0.566667,0.856265,0.0,0.629032,0.754545,0.061404,0.567629,0.369529,0.549815,0.535714,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,frequent_subset_pair,2
branch_spurious,branch,union_consensus_pair,union_state_window,failed,coverage_degradation;motif_loss;history_prediction_failure,543,403,88,29;46,0.483333,0.859443,0.0,0.65625,0.712963,0.076923,0.579327,0.366915,0.558935,0.578571,3,0.75,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,consensus_pair,2
branch_spurious,branch,union_consensus_fast_decay,union_state_window,failed,coverage_degradation;motif_loss;history_prediction_failure,530,390,82,40;35,0.583333,0.841139,0.0,0.6875,0.729167,0.009615,0.677885,0.362514,0.536,0.578571,3,0.75,0.0,0.05,0.8,0.6,0.05,0.65,0.55,0.75,consensus_pair,2
branch_spurious,branch,sliding_low_consensus_pair,sliding_window,degraded,overcapture_degradation,425,285,28,59;57,0.95,1.233251,0.233251,0.97561,0.97619,0.0,0.97561,0.529132,0.8,0.828571,3,0.6,0.0,0.05,0.8,0.35,0.02,0.65,0.55,0.75,consensus_pair,2
branch_spurious,branch,hybrid_fast_consensus_pair,hybrid_state_window,failed,undercapture;motif_degradation,440,300,34,56;57,0.933333,0.611677,0.0,0.952381,0.953488,0.011364,0.941017,0.497538,0.73125,0.807143,3,0.75,0.0,0.05,0.8,0.6,0.05,0.65,0.55,0.75,consensus_pair,2
branch_window_blur,branch,sliding_window_default,sliding_window,failed,undercapture;motif_loss,184,68,17,4;5,0.066667,0.671429,0.0,1.0,0.75,0.0,1.0,0.502732,1.0,0.87069,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,sliding_window_short,sliding_window,faithful,within_useful_manifold,420,280,27,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.555046,0.857143,0.857143,2,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,sliding_window_long,sliding_window,failed,undercapture;motif_loss,176,60,17,3;4,0.05,0.645238,0.0,1.0,0.882353,0.0,1.0,0.414303,0.777778,0.905172,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,sliding_window_low_threshold,sliding_window,failed,overcapture,420,280,28,60;60,1.0,1.555556,0.555556,1.0,1.0,0.0,1.0,0.551585,0.857143,0.857143,4,0.6,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,sliding_window_high_threshold,sliding_window,failed,no_events_detected;undercapture;motif_loss;history_prediction_failure;no_event_advantage_over_static,0,0,0,0;0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.9,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,heu_default,heu_like,faithful,within_useful_manifold,420,280,26,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.550545,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,heu_fast_decay,heu_like,faithful,within_useful_manifold,420,280,26,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.553701,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_window_blur,branch,heu_slow_decay,heu_like,failed,overcapture,422,282,28,58;59,0.966667,1.667857,0.667857,0.976744,0.988235,0.011765,0.964979,0.54719,0.852113,0.85,4,0.75,0.0,0.0,0.8,0.15,0.0,0.65,0.55,0.75,none,2
branch_window_blur,branch,heu_high_commit,heu_like,faithful,within_useful_manifold,420,280,23,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.556423,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_window_blur,branch,heu_low_commit,heu_like,degraded,overcapture_degradation,420,280,27,60;60,1.0,1.333333,0.333333,1.0,1.0,0.0,1.0,0.552801,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.5,0.55,0.75,none,2
branch_window_blur,branch,hysteresis_default,hysteresis,faithful,within_useful_manifold,420,280,25,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.552356,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,hysteresis_tight,hysteresis,faithful,within_useful_manifold,420,280,26,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.550512,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.85,0.75,none,2
branch_window_blur,branch,hysteresis_loose,hysteresis,faithful,within_useful_manifold,420,280,27,60;60,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.543525,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.35,0.75,none,2
branch_window_blur,branch,hysteresis_low_threshold,hysteresis,faithful,within_useful_manifold,420,280,26,60;61,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.560122,0.864286,0.864286,4,0.6,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,hysteresis_high_threshold,hysteresis,faithful,within_useful_manifold,420,280,26,60;60,1.0,1.008533,0.008533,1.0,1.0,0.0,1.0,0.548824,0.857143,0.857143,4,0.9,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,hybrid_default,hybrid_state_window,failed,undercapture,420,280,27,60;60,1.0,0.555556,0.0,1.0,1.0,0.0,1.0,0.549328,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,hybrid_strict_local,hybrid_state_window,failed,undercapture;motif_degradation,408,268,30,58;54,0.9,0.546032,0.0,1.0,1.0,0.0,1.0,0.551919,0.875,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.95,none,2
branch_window_blur,branch,hybrid_loose_local,hybrid_state_window,degraded,coverage_degradation,420,280,29,60;60,1.0,0.780159,0.0,1.0,1.0,0.0,1.0,0.552782,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.55,none,2
branch_window_blur,branch,hybrid_fast_decay,hybrid_state_window,failed,undercapture,420,280,25,60;60,1.0,0.555556,0.0,1.0,1.0,0.0,1.0,0.550357,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_window_blur,branch,hybrid_high_commit,hybrid_state_window,failed,undercapture,420,280,26,60;60,1.0,0.555556,0.0,1.0,1.0,0.0,1.0,0.547604,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_window_blur,branch,union_default,union_state_window,degraded,overcapture_degradation,420,280,30,60;60,1.0,1.222222,0.222222,1.0,1.0,0.0,1.0,0.542796,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,union_fast_decay,union_state_window,degraded,overcapture_degradation,420,280,26,60;60,1.0,1.245238,0.245238,1.0,1.0,0.0,1.0,0.544791,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.6,0.05,0.65,0.55,0.75,none,2
branch_window_blur,branch,union_high_commit,union_state_window,degraded,overcapture_degradation,420,280,27,60;60,1.0,1.188889,0.188889,1.0,1.0,0.0,1.0,0.54953,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.8,0.55,0.75,none,2
branch_window_blur,branch,union_low_threshold,union_state_window,failed,overcapture,420,280,29,60;60,1.0,1.555556,0.555556,1.0,1.0,0.0,1.0,0.552427,0.857143,0.857143,4,0.6,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,none,2
branch_window_blur,branch,union_top_intensity_pair,union_state_window,degraded,overcapture_degradation,419,279,31,60;60,1.0,1.255556,0.255556,1.0,1.0,0.0,1.0,0.547753,0.863309,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,top_intensity_pair,2
branch_window_blur,branch,union_frequent_subset_pair,union_state_window,degraded,overcapture_degradation,419,279,24,60;60,1.0,1.226984,0.226984,1.0,1.0,0.0,1.0,0.55366,0.863309,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,frequent_subset_pair,2
branch_window_blur,branch,union_consensus_pair,union_state_window,degraded,overcapture_degradation,420,280,24,60;60,1.0,1.205556,0.205556,1.0,1.0,0.0,1.0,0.556022,0.857143,0.857143,4,0.75,0.0,0.0,0.8,0.35,0.02,0.65,0.55,0.75,consensus_pair,2
