pattern,support,variants,predicted_next_events,contexts,outcomes
"{A,B} -> {A,B,D} -> {B,E}",4,"{E,F}:2;{C,E}:1;{B,E}:1","{E,F};{C,E};{B,E}",Z:4,Y2:4
"{D,E} -> {E,F}",4,"{B,E,F}:2;{E,F,G}:1","{B,E,F};{E,F,G}",Z:2;X:1;W:1,Y2:2;Y1:1;Y3:1
"{A,D}",4,"{A,B,D,E,H}:1;{F,G}:1;{B,F}:1;{C,D}:1","{A,B,D,E,H};{F,G};{B,F};{C,D}",N:2;W:1;X:1,YN:2;Y3:1;Y1:1
"{B,E} -> {B,C,E} -> {E,F}",4,"{E,F,H}:1;{C,D}:1;{C,E,F}:1","{E,F,H};{C,D};{C,E,F}",Z:4,Y2:4
"{E,F} -> {A,F}",4,,,N:1;Z:1;W:1;X:1,YN:1;Y2:1;Y3:1;Y1:1
"{D,F}",4,"{B,C}:1;{A,C,H}:1;{B,C,H}:1","{B,C};{A,C,H};{B,C,H}",X:2;N:1;Z:1,Y1:2;YN:1;Y2:1
"{B,E} -> {A,B,E}",4,"{E,F}:3;{B,C}:1","{E,F};{B,C}",Z:4,Y2:4
"{B,G,H} -> {B,G}",4,"{E,F}:3;{E,F,G}:1","{E,F};{E,F,G}",W:4,Y3:4
"{B,F,G} -> {E,F}",4,,,W:4,Y3:4
"{B,C,H} -> {B,C}",4,"{E,F,G}:1;{B,C,F}:1;{B,C,D}:1;{E,F}:1","{E,F,G};{B,C,F};{B,C,D};{E,F}",X:4,Y1:4
"{B,C,E} -> {B,C}",3,"{A,E,F}:1;{B,C,D}:1;{E,F}:1","{A,E,F};{B,C,D};{E,F}",X:3,Y1:3
"{A,B} -> {B,C} -> {B,C,E}",3,"{E,F,G}:1;{B,C,E,H}:1;{E,F}:1","{E,F,G};{B,C,E,H};{E,F}",X:3,Y1:3
"{D,E,F} -> {E,F}",3,"{E,F,H}:1","{E,F,H}",Z:1;X:1;W:1,Y2:1;Y1:1;Y3:1
"{G,H}",3,"{D,E}:1;{A,E,H}:1;{D,F}:1","{D,E};{A,E,H};{D,F}",N:3,YN:3
"{A,C}",3,"{A,B}:1;{B,C,H}:1","{A,B};{B,C,H}",X:2;Z:1,Y1:2;Y2:1
"{C,E,G}",3,"{B,C,D,H}:1;{E,G}:1","{B,C,D,H};{E,G}",N:3,YN:3
"{B,E} -> {B,D,E}",3,"{E,F}:3","{E,F}",Z:3,Y2:3
"{B,D,E} -> {E,F}",3,"{B,C,D,E,F}:1","{B,C,D,E,F}",Z:3,Y2:3
"{B,E} -> {B,D,E} -> {E,F}",3,"{B,C,D,E,F}:1","{B,C,D,E,F}",Z:3,Y2:3
"{B,G} -> {E,F} -> {D,E,F}",3,"{E,F,H}:1","{E,F,H}",W:3,Y3:3
"{B,G} -> {B,G,H}",3,"{E,F}:2;{B,C,G}:1","{E,F};{B,C,G}",W:3,Y3:3
"{B,G,H} -> {E,F}",3,"{B,E,F}:1","{B,E,F}",W:3,Y3:3
"{A,B} -> {B,D}",3,"{B,G}:2;{B,C}:1","{B,G};{B,C}",W:2;X:1,Y3:2;Y1:1
"{C,F,H}",3,"{C,F}:1","{C,F}",N:3,YN:3
"{A,B,H} -> {B,G}",3,"{B,E,G}:1;{A,F}:1;{B,D,G}:1","{B,E,G};{A,F};{B,D,G}",W:3,Y3:3
"{A,B} -> {B,E} -> {B,C,E}",3,"{E,F}:2;{A,B,E,F}:1","{E,F};{A,B,E,F}",Z:3,Y2:3
"{A,B,H} -> {B,E}",3,"{E,F}:1;{C,E,F,G}:1;{A,B,D,E}:1","{E,F};{C,E,F,G};{A,B,D,E}",Z:3,Y2:3
"{A,B,C} -> {B,G}",3,"{B,D,G}:1;{B,E,F}:1;{A,E,F}:1","{B,D,G};{B,E,F};{A,E,F}",W:3,Y3:3
"{A,B,D} -> {B,G}",3,"{E,F}:1;{B,E,G}:1;{B,G,H}:1","{E,F};{B,E,G};{B,G,H}",W:3,Y3:3
"{E,G} -> {E,F}",3,"{E,F,G}:1","{E,F,G}",W:2;Z:1,Y3:2;Y2:1
"{A,B} -> {A,B,D} -> {B,G}",3,"{E,F}:1;{B,E,G}:1;{B,G,H}:1","{E,F};{B,E,G};{B,G,H}",W:3,Y3:3
"{B,C,F} -> {B,C}",3,"{B,E,F}:1;{B,C,E}:1;{B,C,F,H}:1","{B,E,F};{B,C,E};{B,C,F,H}",X:3,Y1:3
"{B,G} -> {B,E}",3,"{E,F}:2;{B,C,E}:1","{E,F};{B,C,E}",Z:2;W:1,Y2:2;Y3:1
"{A,B,E} -> {B,C}",3,"{B,C,E}:1;{D,E}:1;{E,F}:1","{B,C,E};{D,E};{E,F}",X:2;Z:1,Y1:2;Y2:1
"{B,C} -> {B,C,E} -> {E,F}",3,"{A,E,F}:1;{A,H}:1","{A,E,F};{A,H}",X:3,Y1:3
"{A,B,E} -> {E,F}",3,"{A,E,F}:1;{B,E,F}:1;{C,F}:1","{A,E,F};{B,E,F};{C,F}",Z:3,Y2:3
"{B,E} -> {A,B,E} -> {E,F}",3,"{A,E,F}:1;{B,E,F}:1;{C,F}:1","{A,E,F};{B,E,F};{C,F}",Z:3,Y2:3
"{A,B,G} -> {A,B}",3,"{B,E}:1;{A,B,H}:1;{B,C,E}:1","{B,E};{A,B,H};{B,C,E}",Z:2;X:1,Y2:2;Y1:1
"{B,C,D} -> {B,C}",3,"{B,C,G}:1;{E,F}:1;{B,C,E}:1","{B,C,G};{E,F};{B,C,E}",X:2;N:1,Y1:2;YN:1
"{B,E,G} -> {E,F}",3,"{C,E,F}:1","{C,E,F}",W:3,Y3:3
"{A,B} -> {A,B,G} -> {B,G}",3,"{B,E,G}:1;{E,F,G}:1;{B,C,G,H}:1","{B,E,G};{E,F,G};{B,C,G,H}",W:3,Y3:3
"{B,G} -> {B,E,G} -> {E,F}",3,"{C,E,F}:1","{C,E,F}",W:3,Y3:3
"{C,E,F} -> {E,F}",3,,,Z:1;W:1;X:1,Y2:1;Y3:1;Y1:1
"{A,B} -> {B,G,H}",3,"{B,G}:3","{B,G}",W:3,Y3:3
"{A,B} -> {B,G,H} -> {B,G}",3,"{E,F}:2;{E,F,G}:1","{E,F};{E,F,G}",W:3,Y3:3
"{B,G,H} -> {B,G} -> {E,F}",3,"{E,F,G}:1;{A,F}:1","{E,F,G};{A,F}",W:3,Y3:3
"{A,B} -> {B,C} -> {B,C,D}",3,"{E,F}:2;{D,E}:1","{E,F};{D,E}",X:3,Y1:3
"{B,C} -> {B,C,D} -> {E,F}",3,"{B,E,F}:1;{D,E,F}:1","{B,E,F};{D,E,F}",X:3,Y1:3
"{B,C,G} -> {E,F}",3,"{E,F,G}:2","{E,F,G}",W:2;X:1,Y3:2;Y1:1
"{A,B,D,E}",3,"{B,C}:1;{E,F}:1;{B,C,E}:1","{B,C};{E,F};{B,C,E}",Z:2;X:1,Y2:2;Y1:1
"{B,G} -> {B,F,G} -> {E,F}",3,,,W:3,Y3:3
"{B,G} -> {A,B,G}",3,"{E,F,H}:1;{E,F}:1;{B,G,H}:1","{E,F,H};{E,F};{B,G,H}",W:3,Y3:3
"{B,G} -> {E,F,G}",3,"{E,F}:3","{E,F}",W:3,Y3:3
"{B,G} -> {E,F,G} -> {E,F}",3,"{D,E,F}:1;{C,E,F}:1","{D,E,F};{C,E,F}",W:3,Y3:3
"{B,E} -> {D,G}",2,"{D,H}:1;{D,E}:1","{D,H};{D,E}",N:1;Z:1,YN:1;Y2:1
"{D,G} -> {D,H}",2,"{A,B}:1;{E,G}:1","{A,B};{E,G}",N:2,YN:2
"{A,B,C} -> {A,B} -> {A,B,F}",2,"{B,E}:1;{B,C}:1","{B,E};{B,C}",Z:1;X:1,Y2:1;Y1:1
"{A,B,F} -> {B,G}",2,"{E,F}:1;{B,D,G}:1","{E,F};{B,D,G}",W:2,Y3:2
"{A,B} -> {A,B,F} -> {B,G}",2,"{E,F}:1;{B,D,G}:1","{E,F};{B,D,G}",W:2,Y3:2
"{B,G} -> {E,F} -> {A,E,F}",2,"{F,H}:1","{F,H}",W:2,Y3:2
"{A,G,H}",2,"{G,H}:1","{G,H}",N:2,YN:2
"{A,E,G} -> {A,G}",2,"{A,G,H}:1;{A,F}:1","{A,G,H};{A,F}",N:2,YN:2
"{A,B} -> {B,C,E}",2,"{B,C}:1;{B,E}:1","{B,C};{B,E}",X:1;Z:1,Y1:1;Y2:1
"{C,F,G}",2,"{F,G}:1","{F,G}",Z:1;N:1,Y2:1;YN:1
"{A,B} -> {B,E,H}",2,"{B,E}:2","{B,E}",Z:2,Y2:2
"{B,E,H} -> {B,E}",2,"{B,E,G}:1;{D,E,F,H}:1","{B,E,G};{D,E,F,H}",Z:2,Y2:2
"{B,E} -> {B,E,G}",2,"{B,E,F}:1;{A,G}:1","{B,E,F};{A,G}",Z:2,Y2:2
"{A,B} -> {B,E,H} -> {B,E}",2,"{B,E,G}:1;{D,E,F,H}:1","{B,E,G};{D,E,F,H}",Z:2,Y2:2
"{A,B} -> {B,G} -> {B,D,G}",2,"{E,F}:1;{B,F,G}:1","{E,F};{B,F,G}",W:2,Y3:2
"{A,B} -> {A,B} -> {B,E}",2,"{E,F,H}:1;{B,D,E}:1","{E,F,H};{B,D,E}",Z:2,Y2:2
"{B,C} -> {E,F} -> {B,E,F}",2,,,X:2,Y1:2
"{B,G} -> {C,G}",2,"{E,F}:1;{B,G}:1","{E,F};{B,G}",W:2,Y3:2
"{A,B} -> {B,G} -> {C,G}",2,"{E,F}:1;{B,G}:1","{E,F};{B,G}",W:2,Y3:2
"{E,F} -> {A,B}",2,,,Z:1;W:1,Y2:1;Y3:1
"{A,B} -> {B,D,G}",2,"{B,G}:2","{B,G}",W:2,Y3:2
"{B,D,G} -> {B,G}",2,"{E,F}:2","{E,F}",W:2,Y3:2
"{A,B} -> {B,D,G} -> {B,G}",2,"{E,F}:2","{E,F}",W:2,Y3:2
"{B,D,G} -> {B,G} -> {E,F}",2,"{E,H}:1","{E,H}",W:2,Y3:2
"{B,C} -> {B,H}",2,"{B,D}:1;{D,G}:1","{B,D};{D,G}",N:2,YN:2
"{A,B} -> {B,C} -> {A,B,C}",2,"{E,G}:1;{B,C}:1","{E,G};{B,C}",X:2,Y1:2
"{A,B,C} -> {B,E}",2,"{B,D,E}:1;{E,F}:1","{B,D,E};{E,F}",Z:2,Y2:2
"{A,B,G} -> {B,G} -> {E,F}",2,"{D,E,F}:2","{D,E,F}",W:2,Y3:2
"{B,C} -> {C,E}",2,"{A,F}:1","{A,F}",N:2,YN:2
"{A,B,E} -> {B,G}",2,"{B,G,H}:1;{A,H}:1","{B,G,H};{A,H}",W:2,Y3:2
"{B,G} -> {B,G,H} -> {E,F}",2,,,W:2,Y3:2
"{C,E} -> {E,F}",2,"{E,F,G}:1","{E,F,G}",Z:2,Y2:2
"{B,D} -> {B,C}",2,"{B,F}:1;{B,C,D}:1","{B,F};{B,C,D}",X:2,Y1:2
"{B,F} -> {E,F}",2,"{E,F}:1;{A,F}:1","{E,F};{A,F}",X:1;N:1,Y1:1;YN:1
"{B,E,G,H}",2,"{F,H}:1;{E,F}:1","{F,H};{E,F}",W:2,Y3:2
"{B,G} -> {B,E,G,H}",2,"{F,H}:1;{E,F}:1","{F,H};{E,F}",W:2,Y3:2
"{F,H} -> {E,F}",2,,,W:1;X:1,Y3:1;Y1:1
"{A,B,D} -> {A,B} -> {B,G}",2,"{B,E,G,H}:1;{B,G}:1","{B,E,G,H};{B,G}",W:2,Y3:2
"{D,E} -> {E,F} -> {B,E,F}",2,,,Z:2,Y2:2
"{B,C} -> {E,F,G}",2,"{E,F}:2","{E,F}",X:2,Y1:2
"{B,C} -> {E,F,G} -> {E,F}",2,"{A,E,F}:1","{A,E,F}",X:2,Y1:2
"{A,B,E} -> {A,B,H}",2,"{B,G}:1;{B,C,F}:1","{B,G};{B,C,F}",W:1;X:1,Y3:1;Y1:1
"{A,B,E} -> {A,B} -> {B,E}",2,"{B,C,E}:1;{B,E,F,G}:1","{B,C,E};{B,E,F,G}",Z:2,Y2:2
"{A,B,G} -> {B,C}",2,"{E,F}:1;{B,C,F}:1","{E,F};{B,C,F}",X:2,Y1:2
"{A,B,E,H}",2,"{A,B}:1;{B,D,E,F}:1","{A,B};{B,D,E,F}",Z:1;N:1,Y2:1;YN:1
"{A,B} -> {A,B,H} -> {B,E}",2,"{E,F}:1;{A,B,D,E}:1","{E,F};{A,B,D,E}",Z:2,Y2:2
"{B,E} -> {B,E}",2,"{E,G}:1;{A,E}:1","{E,G};{A,E}",Z:2,Y2:2
"{B,C} -> {B,E,F}",2,"{E,F}:2","{E,F}",X:2,Y1:2
"{B,C} -> {B,E,F} -> {E,F}",2,,,X:2,Y1:2
"{B,C} -> {E,F} -> {C,E,F}",2,"{A,D}:1","{A,D}",X:2,Y1:2
"{B,E} -> {B,E,F} -> {E,F}",2,"{E,F,G}:1;{E,F,H}:1","{E,F,G};{E,F,H}",Z:2,Y2:2
"{A,B,G} -> {B,E}",2,"{B,G}:1;{E,F}:1","{B,G};{E,F}",Z:2,Y2:2
"{B,E} -> {B,G}",2,"{B,E}:2","{B,E}",Z:2,Y2:2
"{B,E} -> {B,G} -> {B,E}",2,"{B,C,E}:1;{E,F}:1","{B,C,E};{E,F}",Z:2,Y2:2
"{E,H}",2,"{B,E,H}:1;{B,H}:1","{B,E,H};{B,H}",N:1;W:1,YN:1;Y3:1
"{B,G} -> {B,E,F}",2,"{E,F}:1","{E,F}",W:2,Y3:2
"{A,B} -> {A,B,C} -> {B,G}",2,"{B,E,F}:1;{A,E,F}:1","{B,E,F};{A,E,F}",W:2,Y3:2
"{A,B,C} -> {A,B} -> {A,B,E}",2,"{B,C}:1;{B,E}:1","{B,C};{B,E}",X:1;Z:1,Y1:1;Y2:1
"{A,B} -> {A,B,E} -> {B,C}",2,"{B,C,E}:1;{D,E}:1","{B,C,E};{D,E}",X:2,Y1:2
"{A,D,E}",2,"{D,E}:1;{B,E}:1","{D,E};{B,E}",N:2,YN:2
"{B,E,F} -> {D,E}",2,"{E,F}:1","{E,F}",W:1;Z:1,Y3:1;Y2:1
"{B,C} -> {B,C,G}",2,"{B,C,D}:1","{B,C,D}",N:1;X:1,YN:1;Y1:1
"{B,C,D} -> {E,F} -> {B,E,F}",2,"{C,E}:1","{C,E}",X:2,Y1:2
"{A,B,E} -> {B,E} -> {B,C,E}",2,"{E,F}:1;{B,E}:1","{E,F};{B,E}",Z:2,Y2:2
"{B,G} -> {B,C,G}",2,"{B,C,G}:1;{E,F}:1","{B,C,G};{E,F}",N:1;W:1,YN:1;Y3:1
"{B,C,G} -> {B,C}",2,"{C,E}:1;{B,D}:1","{C,E};{B,D}",N:1;X:1,YN:1;Y1:1
"{A,B} -> {A,B} -> {B,C}",2,"{E,F}:2","{E,F}",X:2,Y1:2
"{A,C,H}",2,"{C,H}:1;{A,B}:1","{C,H};{A,B}",N:1;Z:1,YN:1;Y2:1
"{B,E,F,G}",2,"{C,E,F}:1;{C,E}:1","{C,E,F};{C,E}",Z:2,Y2:2
"{B,E} -> {B,E,F,G}",2,"{C,E,F}:1;{C,E}:1","{C,E,F};{C,E}",Z:2,Y2:2
"{A,B} -> {B,E} -> {B,E,F,G}",2,"{C,E,F}:1;{C,E}:1","{C,E,F};{C,E}",Z:2,Y2:2
"{B,G} -> {B,E} -> {E,F}",2,"{B,E,F}:1;{A,E,F,G}:1","{B,E,F};{A,E,F,G}",Z:1;W:1,Y2:1;Y3:1
"{B,F} -> {A,B}",2,"{B,C}:1;{B,E}:1","{B,C};{B,E}",X:1;Z:1,Y1:1;Y2:1
"{B,C,G} -> {E,F} -> {E,F,G}",2,,,W:1;X:1,Y3:1;Y1:1
"{A,B,F} -> {A,B} -> {B,E}",2,"{E,F}:2","{E,F}",Z:2,Y2:2
"{A,B} -> {A,G}",2,"{B,E}:1;{B,C}:1","{B,E};{B,C}",Z:1;X:1,Y2:1;Y1:1
"{B,C,E} -> {B,E}",2,"{E,F}:1;{A,B,E}:1","{E,F};{A,B,E}",Z:2,Y2:2
"{B,E} -> {E,F} -> {E,F}",2,,,Z:2,Y2:2
"{A,B,C,H}",2,"{E,F}:1;{B,G}:1","{E,F};{B,G}",X:1;W:1,Y1:1;Y3:1
"{A,E,F,G}",2,"{E,F}:1;{A,F,G}:1","{E,F};{A,F,G}",W:2,Y3:2
"{A,B,H} -> {A,B} -> {B,G}",2,"{B,F,G}:1;{C,G}:1","{B,F,G};{C,G}",W:2,Y3:2
"{A,B} -> {C,F}",2,"{B,C,D}:1;{B,E}:1","{B,C,D};{B,E}",X:1;Z:1,Y1:1;Y2:1
"{A,B} -> {C,H}",2,"{B,C}:1;{B,E}:1","{B,C};{B,E}",X:1;Z:1,Y1:1;Y2:1
"{B,G} -> {B,G}",2,"{D,E,F}:1;{E,F}:1","{D,E,F};{E,F}",W:2,Y3:2
"{B,D} -> {B,G}",2,"{B,G}:1;{B,D,G}:1","{B,G};{B,D,G}",W:2,Y3:2
"{A,B} -> {B,D} -> {B,G}",2,"{B,G}:1;{B,D,G}:1","{B,G};{B,D,G}",W:2,Y3:2
"{A,B,E,F}",2,"{E,F,H}:1;{E,F}:1","{E,F,H};{E,F}",Z:2,Y2:2
"{B,C,E,H}",2,"{E,F,H}:1;{E,F}:1","{E,F,H};{E,F}",X:2,Y1:2
"{B,C} -> {E,F} -> {E,F}",2,,,X:2,Y1:2
"{A,B,D} -> {B,E} -> {E,F}",2,"{E,F}:1;{A,E,F}:1","{E,F};{A,E,F}",Z:2,Y2:2
"{A,B,F} -> {B,C}",2,"{B,C,H}:1;{E,F}:1","{B,C,H};{E,F}",X:2,Y1:2
"{B,C} -> {B,C,H}",2,"{A,B}:1;{D,E,F}:1","{A,B};{D,E,F}",X:2,Y1:2
"{A,B} -> {E,F}",2,"{D,E}:1","{D,E}",X:1;W:1,Y1:1;Y3:1
"{A,B} -> {A,B,F} -> {B,C}",2,"{B,C,H}:1;{E,F}:1","{B,C,H};{E,F}",X:2,Y1:2
"{A,B} -> {A,B,H} -> {B,G}",2,"{A,F}:1;{B,D,G}:1","{A,F};{B,D,G}",W:2,Y3:2
"{A,B} -> {B,E} -> {B,D,E}",2,"{E,F}:2","{E,F}",Z:2,Y2:2
"{A,B} -> {B,D,E}",2,"{B,E}:2","{B,E}",Z:2,Y2:2
"{B,D,E} -> {B,E}",2,"{E,F,G}:1;{E,F}:1","{E,F,G};{E,F}",Z:2,Y2:2
"{B,E} -> {E,F,G}",2,"{E,F}:2","{E,F}",Z:2,Y2:2
"{A,B} -> {B,D,E} -> {B,E}",2,"{E,F,G}:1;{E,F}:1","{E,F,G};{E,F}",Z:2,Y2:2
"{B,E} -> {E,F,G} -> {E,F}",2,,,Z:2,Y2:2
"{A,B,C} -> {E,F}",2,,,X:2,Y1:2
"{B,C} -> {A,B,C} -> {E,F}",2,,,X:2,Y1:2
"{C,F} -> {E,F}",2,,,W:1;Z:1,Y3:1;Y2:1
"{A,B} -> {B,G} -> {A,B,G}",2,"{E,F}:1;{B,G,H}:1","{E,F};{B,G,H}",W:2,Y3:2
"{A,B,E} -> {B,E} -> {E,F}",2,"{E,F,G}:1","{E,F,G}",Z:2,Y2:2
"{D,E,F,G}",2,"{E,F}:1","{E,F}",X:1;Z:1,Y1:1;Y2:1
"{A,B,H} -> {B,C}",2,"{C,E,F}:1;{A,B,C}:1","{C,E,F};{A,B,C}",X:2,Y1:2
"{C,G} -> {B,G}",2,"{B,E}:1;{E,F}:1","{B,E};{E,F}",W:2,Y3:2
"{A,E,F} -> {F,H}",2,"{B,F}:1","{B,F}",W:1;Z:1,Y3:1;Y2:1
"{E,F} -> {A,E,F} -> {F,H}",2,"{B,F}:1","{B,F}",W:1;Z:1,Y3:1;Y2:1
"{A,B,D} -> {B,C,G}",2,"{B,G}:1;{B,C}:1","{B,G};{B,C}",W:1;X:1,Y3:1;Y1:1
