pattern,support,variants,predicted_next_events,contexts,outcomes
"{U07,U14}",4,"{U01,U07,U14,U19,U31,U37}:1;{U02,U11,U30,U33}:1;{U07,U15,U34}:1","{U01,U07,U14,U19,U31,U37};{U02,U11,U30,U33};{U07,U15,U34}",CTX_0005:1;CTX_0012:1;CTX_0157:1;CTX_0187:1,OUT_0005:1;OUT_0012:1;OUT_0157:1;OUT_0187:1
"{U06,U33}",4,"{U06,U10,U20,U32,U33}:1;{U01,U02,U14,U21}:1;{U10,U28,U39}:1","{U06,U10,U20,U32,U33};{U01,U02,U14,U21};{U10,U28,U39}",CTX_0010:1;CTX_0023:1;CTX_0038:1;CTX_0195:1,OUT_0010:1;OUT_0023:1;OUT_0038:1;OUT_0195:1
"{U26,U35}",4,"{U22,U32,U34,U35,U38}:1;{U01,U21,U25,U27}:1;{U06,U10,U25,U32}:1;{U16,U26,U30,U35}:1","{U22,U32,U34,U35,U38};{U01,U21,U25,U27};{U06,U10,U25,U32};{U16,U26,U30,U35}",CTX_0019:1;CTX_0075:1;CTX_0095:1;CTX_0130:1,OUT_0019:1;OUT_0075:1;OUT_0095:1;OUT_0130:1
"{U15,U34}",4,"{U01,U10,U16,U18,U33}:1;{U00,U28}:1;{U02,U15,U16,U18,U30,U34}:1;{U10,U36,U37}:1","{U01,U10,U16,U18,U33};{U00,U28};{U02,U15,U16,U18,U30,U34};{U10,U36,U37}",CTX_0039:1;CTX_0048:1;CTX_0184:1;CTX_0194:1,OUT_0039:1;OUT_0048:1;OUT_0184:1;OUT_0194:1
"{U19,U36}",4,"{U34,U39}:1;{U08,U09,U16,U26,U33}:1;{U01,U07,U19,U36,U38}:1","{U34,U39};{U08,U09,U16,U26,U33};{U01,U07,U19,U36,U38}",CTX_0043:1;CTX_0082:1;CTX_0132:1;CTX_0137:1,OUT_0043:1;OUT_0082:1;OUT_0132:1;OUT_0137:1
"{U01,U12}",4,"{U01,U07,U39}:1;{U01,U12,U27}:1;{U05,U11,U14,U15,U23,U38}:1","{U01,U07,U39};{U01,U12,U27};{U05,U11,U14,U15,U23,U38}",CTX_0048:1;CTX_0050:1;CTX_0067:1;CTX_0105:1,OUT_0048:1;OUT_0050:1;OUT_0067:1;OUT_0105:1
"{U01,U06}",4,"{U06,U13,U21,U24}:1;{U01,U06,U08,U32,U33}:1;{U14,U16,U25,U32}:1","{U06,U13,U21,U24};{U01,U06,U08,U32,U33};{U14,U16,U25,U32}",CTX_0049:1;CTX_0079:1;CTX_0118:1;CTX_0158:1,OUT_0049:1;OUT_0079:1;OUT_0118:1;OUT_0158:1
"{U09,U36}",4,"{U02,U16}:1;{U08,U14,U20,U22}:1;{U04,U14,U39}:1","{U02,U16};{U08,U14,U20,U22};{U04,U14,U39}",CTX_0054:1;CTX_0124:1;CTX_0134:1;CTX_0143:1,OUT_0054:1;OUT_0124:1;OUT_0134:1;OUT_0143:1
"{U17,U23}",4,"{U24,U34}:1;{U17,U23,U38}:1","{U24,U34};{U17,U23,U38}",CTX_0057:1;CTX_0112:1;CTX_0157:1;CTX_0197:1,OUT_0057:1;OUT_0112:1;OUT_0157:1;OUT_0197:1
"{U02,U22}",4,"{U18,U29,U35}:1;{U00,U02,U22}:1;{U00,U22,U25,U34}:1;{U00,U10}:1","{U18,U29,U35};{U00,U02,U22};{U00,U22,U25,U34};{U00,U10}",CTX_0188:2;CTX_0064:1;CTX_0121:1,OUT_0188:2;OUT_0064:1;OUT_0121:1
"{U00,U18}",4,"{U02,U23,U37}:1;{U01,U11,U14}:1;{U10,U28,U29,U39}:1;{U00,U15,U18,U19}:1","{U02,U23,U37};{U01,U11,U14};{U10,U28,U29,U39};{U00,U15,U18,U19}",CTX_0100:1;CTX_0127:1;CTX_0164:1;CTX_0166:1,OUT_0100:1;OUT_0127:1;OUT_0164:1;OUT_0166:1
"{U03,U38}",4,"{U03,U31,U38,U39}:1;{U05,U24,U38}:1;{U10,U17,U33,U35}:1;{U00,U20,U23,U29,U36}:1","{U03,U31,U38,U39};{U05,U24,U38};{U10,U17,U33,U35};{U00,U20,U23,U29,U36}",CTX_0108:1;CTX_0113:1;CTX_0139:1;CTX_0142:1,OUT_0108:1;OUT_0113:1;OUT_0139:1;OUT_0142:1
"{U02,U19}",4,"{U17,U19,U35,U39}:1;{U05,U06,U10,U16}:1;{U07,U14}:1","{U17,U19,U35,U39};{U05,U06,U10,U16};{U07,U14}",CTX_0119:2;CTX_0157:1;CTX_0196:1,OUT_0119:2;OUT_0157:1;OUT_0196:1
"{U12,U22}",3,"{U00,U03,U05}:1;{U09,U12,U20,U27,U35}:1;{U12,U22,U27}:1","{U00,U03,U05};{U09,U12,U20,U27,U35};{U12,U22,U27}",CTX_0002:1;CTX_0080:1;CTX_0180:1,OUT_0002:1;OUT_0080:1;OUT_0180:1
"{U25,U36}",3,"{U28,U31}:1;{U03,U22}:1","{U28,U31};{U03,U22}",CTX_0003:1;CTX_0008:1;CTX_0171:1,OUT_0003:1;OUT_0008:1;OUT_0171:1
"{U00,U10}",3,"{U10,U16}:1;{U15,U17,U31,U34}:1","{U10,U16};{U15,U17,U31,U34}",CTX_0004:2;CTX_0188:1,OUT_0004:2;OUT_0188:1
"{U10,U16}",3,"{U00,U10}:1;{U12,U17}:1;{U06,U10,U21,U27}:1","{U00,U10};{U12,U17};{U06,U10,U21,U27}",CTX_0004:1;CTX_0025:1;CTX_0109:1,OUT_0004:1;OUT_0025:1;OUT_0109:1
"{U02,U18}",3,"{U03,U07,U09,U17,U30}:1;{U02,U18,U25,U32,U37}:1;{U05,U09,U18,U30,U31}:1","{U03,U07,U09,U17,U30};{U02,U18,U25,U32,U37};{U05,U09,U18,U30,U31}",CTX_0009:1;CTX_0017:1;CTX_0049:1,OUT_0009:1;OUT_0017:1;OUT_0049:1
"{U12,U38}",3,"{U18,U30,U35}:1;{U09,U26}:1","{U18,U30,U35};{U09,U26}",CTX_0009:1;CTX_0098:1;CTX_0123:1,OUT_0009:1;OUT_0098:1;OUT_0123:1
"{U07,U15}",3,"{U24,U32,U36}:1;{U00,U07,U15,U26,U31,U39}:1;{U26,U35}:1","{U24,U32,U36};{U00,U07,U15,U26,U31,U39};{U26,U35}",CTX_0010:1;CTX_0117:1;CTX_0130:1,OUT_0010:1;OUT_0117:1;OUT_0130:1
"{U20,U33}",3,"{U00,U20,U33,U38}:1;{U04,U13,U14,U22,U38}:1;{U00,U13,U17,U31}:1","{U00,U20,U33,U38};{U04,U13,U14,U22,U38};{U00,U13,U17,U31}",CTX_0013:2;CTX_0172:1,OUT_0013:2;OUT_0172:1
"{U26,U31}",3,"{U11,U25,U35,U37}:1;{U18,U20,U22,U30}:1;{U00,U11,U21,U26,U31}:1","{U11,U25,U35,U37};{U18,U20,U22,U30};{U00,U11,U21,U26,U31}",CTX_0014:1;CTX_0024:1;CTX_0142:1,OUT_0014:1;OUT_0024:1;OUT_0142:1
"{U23,U32}",3,"{U02,U14,U21,U24}:1;{U03,U04,U11,U20,U26}:1;{U19,U30,U33,U34}:1","{U02,U14,U21,U24};{U03,U04,U11,U20,U26};{U19,U30,U33,U34}",CTX_0015:1;CTX_0044:1;CTX_0122:1,OUT_0015:1;OUT_0044:1;OUT_0122:1
"{U00,U21}",3,"{U02,U18,U26}:1;{U09,U20,U29,U31}:1;{U00,U21,U36}:1","{U02,U18,U26};{U09,U20,U29,U31};{U00,U21,U36}",CTX_0018:1;CTX_0112:1;CTX_0168:1,OUT_0018:1;OUT_0112:1;OUT_0168:1
"{U11,U36}",3,"{U18,U27}:1;{U04,U06,U12,U29,U35}:1","{U18,U27};{U04,U06,U12,U29,U35}",CTX_0018:1;CTX_0067:1;CTX_0126:1,OUT_0018:1;OUT_0067:1;OUT_0126:1
"{U03,U04}",3,"{U03,U04,U21}:1;{U08,U22,U27,U32}:1;{U09,U11}:1","{U03,U04,U21};{U08,U22,U27,U32};{U09,U11}",CTX_0020:1;CTX_0098:1;CTX_0186:1,OUT_0020:1;OUT_0098:1;OUT_0186:1
"{U08,U29}",3,"{U00,U01,U03,U04,U08,U10,U23,U29}:1;{U00,U12,U16}:1","{U00,U01,U03,U04,U08,U10,U23,U29};{U00,U12,U16}",CTX_0020:1;CTX_0156:1;CTX_0174:1,OUT_0020:1;OUT_0156:1;OUT_0174:1
"{U13,U38}",3,"{U13,U15,U17,U26,U33}:1;{U10,U16,U17,U19,U36}:1;{U14,U35,U39}:1","{U13,U15,U17,U26,U33};{U10,U16,U17,U19,U36};{U14,U35,U39}",CTX_0021:1;CTX_0093:1;CTX_0190:1,OUT_0021:1;OUT_0093:1;OUT_0190:1
"{U13,U16}",3,"{U02,U20,U22}:1;{U05,U07,U13,U16}:1","{U02,U20,U22};{U05,U07,U13,U16}",CTX_0022:1;CTX_0042:1;CTX_0106:1,OUT_0022:1;OUT_0042:1;OUT_0106:1
"{U19,U29}",3,"{U11,U14,U19,U29}:1;{U03,U06,U19}:1;{U02,U19}:1","{U11,U14,U19,U29};{U03,U06,U19};{U02,U19}",CTX_0024:1;CTX_0083:1;CTX_0196:1,OUT_0024:1;OUT_0083:1;OUT_0196:1
"{U09,U28}",3,"{U13,U23,U34}:1;{U00,U09,U23,U26,U28}:1","{U13,U23,U34};{U00,U09,U23,U26,U28}",CTX_0031:1;CTX_0046:1;CTX_0060:1,OUT_0031:1;OUT_0046:1;OUT_0060:1
"{U01,U18}",3,"{U01,U18,U32}:1;{U12,U28,U30,U31,U38}:1;{U19,U22,U27,U38,U39}:1","{U01,U18,U32};{U12,U28,U30,U31,U38};{U19,U22,U27,U38,U39}",CTX_0033:1;CTX_0121:1;CTX_0165:1,OUT_0033:1;OUT_0121:1;OUT_0165:1
"{U05,U33}",3,"{U05,U20,U26,U31,U33}:1;{U05,U08,U14,U18,U33}:1;{U02,U13,U36}:1","{U05,U20,U26,U31,U33};{U05,U08,U14,U18,U33};{U02,U13,U36}",CTX_0034:1;CTX_0078:1;CTX_0186:1,OUT_0034:1;OUT_0078:1;OUT_0186:1
"{U20,U27,U37}",3,"{U27,U37}:1;{U15,U19}:1;{U12,U28,U38}:1","{U27,U37};{U15,U19};{U12,U28,U38}",CTX_0037:1;CTX_0158:1;CTX_0182:1,OUT_0037:1;OUT_0158:1;OUT_0182:1
"{U35,U36}",3,"{U04,U24,U26,U36}:1;{U21,U35,U36}:1","{U04,U24,U26,U36};{U21,U35,U36}",CTX_0038:1;CTX_0061:1;CTX_0145:1,OUT_0038:1;OUT_0061:1;OUT_0145:1
"{U03,U22}",3,"{U09,U25,U38}:1;{U01,U03,U14,U22,U24}:1","{U09,U25,U38};{U01,U03,U14,U22,U24}",CTX_0041:1;CTX_0171:1;CTX_0193:1,OUT_0041:1;OUT_0171:1;OUT_0193:1
"{U05,U20}",3,"{U05,U08,U16,U20}:1;{U03,U15}:1","{U05,U08,U16,U20};{U03,U15}",CTX_0042:2;CTX_0183:1,OUT_0042:2;OUT_0183:1
"{U09,U23}",3,"{U01,U09,U16,U21,U23}:1;{U08,U11,U13}:1","{U01,U09,U16,U21,U23};{U08,U11,U13}",CTX_0043:1;CTX_0072:1;CTX_0081:1,OUT_0043:1;OUT_0072:1;OUT_0081:1
"{U06,U18}",3,"{U04,U21,U32}:1;{U04,U07,U11,U18,U35,U36}:1;{U13,U17,U25,U32}:1","{U04,U21,U32};{U04,U07,U11,U18,U35,U36};{U13,U17,U25,U32}",CTX_0043:1;CTX_0087:1;CTX_0184:1,OUT_0043:1;OUT_0087:1;OUT_0184:1
"{U12,U20}",3,"{U12,U20,U39}:1;{U02,U10,U13}:1","{U12,U20,U39};{U02,U10,U13}",CTX_0044:1;CTX_0119:1;CTX_0157:1,OUT_0044:1;OUT_0119:1;OUT_0157:1
"{U10,U18}",3,"{U14,U24,U31,U39}:1","{U14,U24,U31,U39}",CTX_0046:1;CTX_0064:1;CTX_0151:1,OUT_0046:1;OUT_0064:1;OUT_0151:1
"{U35,U38}",3,"{U34,U35,U38}:1;{U25,U30,U34}:1;{U06,U29,U38}:1","{U34,U35,U38};{U25,U30,U34};{U06,U29,U38}",CTX_0055:1;CTX_0109:1;CTX_0131:1,OUT_0055:1;OUT_0109:1;OUT_0131:1
"{U12,U37}",3,"{U04,U12,U29,U35,U37}:1;{U14,U21,U34}:1;{U24,U34,U39}:1","{U04,U12,U29,U35,U37};{U14,U21,U34};{U24,U34,U39}",CTX_0056:1;CTX_0080:1;CTX_0122:1,OUT_0056:1;OUT_0080:1;OUT_0122:1
"{U24,U34}",3,"{U16,U24,U29,U30,U34}:1;{U07,U13,U15,U18,U22}:1;{U02,U03,U34}:1","{U16,U24,U29,U30,U34};{U07,U13,U15,U18,U22};{U02,U03,U34}",CTX_0057:1;CTX_0124:1;CTX_0145:1,OUT_0057:1;OUT_0124:1;OUT_0145:1
"{U05,U28}",3,"{U02,U10,U13,U22,U33,U38}:1;{U28,U32}:1;{U05,U10,U28,U33}:1","{U02,U10,U13,U22,U33,U38};{U28,U32};{U05,U10,U28,U33}",CTX_0058:1;CTX_0060:1;CTX_0096:1,OUT_0058:1;OUT_0060:1;OUT_0096:1
"{U19,U22}",3,"{U02,U21,U28,U36}:1;{U22,U35}:1;{U10,U34,U38}:1","{U02,U21,U28,U36};{U22,U35};{U10,U34,U38}",CTX_0061:1;CTX_0078:1;CTX_0158:1,OUT_0061:1;OUT_0078:1;OUT_0158:1
"{U10,U33}",3,"{U01,U05,U09,U10,U13,U18,U33}:1;{U05,U06}:1;{U10,U14,U20}:1","{U01,U05,U09,U10,U13,U18,U33};{U05,U06};{U10,U14,U20}",CTX_0065:1;CTX_0120:1;CTX_0193:1,OUT_0065:1;OUT_0120:1;OUT_0193:1
"{U27,U28}",3,"{U16,U19,U27}:1;{U10,U25,U27,U28,U33}:1","{U16,U19,U27};{U10,U25,U27,U28,U33}",CTX_0068:1;CTX_0137:1;CTX_0162:1,OUT_0068:1;OUT_0137:1;OUT_0162:1
"{U10,U31}",3,"{U10,U20,U31}:1;{U03,U20,U31,U39}:1","{U10,U20,U31};{U03,U20,U31,U39}",CTX_0068:1;CTX_0122:1;CTX_0148:1,OUT_0068:1;OUT_0122:1;OUT_0148:1
"{U09,U19}",3,"{U08,U26,U39}:1;{U01,U07,U33}:1;{U09,U13,U17,U19}:1","{U08,U26,U39};{U01,U07,U33};{U09,U13,U17,U19}",CTX_0072:1;CTX_0073:1;CTX_0161:1,OUT_0072:1;OUT_0073:1;OUT_0161:1
"{U04,U11}",3,"{U15,U27}:1;{U04,U11,U33}:1;{U10,U18,U25,U36,U37}:1","{U15,U27};{U04,U11,U33};{U10,U18,U25,U36,U37}",CTX_0079:1;CTX_0147:1;CTX_0196:1,OUT_0079:1;OUT_0147:1;OUT_0196:1
"{U00,U34}",3,"{U00,U02,U05,U34}:1;{U04,U28}:1;{U03,U39}:1","{U00,U02,U05,U34};{U04,U28};{U03,U39}",CTX_0089:1;CTX_0111:1;CTX_0138:1,OUT_0089:1;OUT_0111:1;OUT_0138:1
"{U11,U38}",3,"{U01,U02,U03,U11,U38}:1;{U00,U15,U17,U31,U34,U38}:1;{U18,U20,U29,U34}:1","{U01,U02,U03,U11,U38};{U00,U15,U17,U31,U34,U38};{U18,U20,U29,U34}",CTX_0090:1;CTX_0100:1;CTX_0155:1,OUT_0090:1;OUT_0100:1;OUT_0155:1
"{U04,U09}",3,"{U01,U04,U06,U09,U11,U19}:1;{U11,U21,U24,U27,U36}:1","{U01,U04,U06,U09,U11,U19};{U11,U21,U24,U27,U36}",CTX_0094:1;CTX_0168:1;CTX_0172:1,OUT_0094:1;OUT_0168:1;OUT_0172:1
"{U08,U31}",3,"{U05,U09,U31}:1;{U08,U11,U21,U31}:1","{U05,U09,U31};{U08,U11,U21,U31}",CTX_0199:2;CTX_0094:1,OUT_0199:2;OUT_0094:1
"{U13,U30}",3,"{U12,U20}:1;{U13,U17,U22,U30}:1","{U12,U20};{U13,U17,U22,U30}",CTX_0095:1;CTX_0119:1;CTX_0152:1,OUT_0095:1;OUT_0119:1;OUT_0152:1
"{U12,U28}",3,"{U36,U39}:1;{U15,U19,U30}:1;{U09,U12,U28}:1","{U36,U39};{U15,U19,U30};{U09,U12,U28}",CTX_0102:1;CTX_0106:1;CTX_0182:1,OUT_0102:1;OUT_0106:1;OUT_0182:1
"{U17,U31}",3,"{U09,U27}:1;{U11,U13,U23}:1","{U09,U27};{U11,U13,U23}",CTX_0104:1;CTX_0134:1;CTX_0192:1,OUT_0104:1;OUT_0134:1;OUT_0192:1
"{U11,U18}",2,"{U06,U11,U18,U23,U32}:1;{U32,U37,U39}:1","{U06,U11,U18,U23,U32};{U32,U37,U39}",CTX_0000:1;CTX_0131:1,OUT_0000:1;OUT_0131:1
"{U15,U38}",2,"{U11,U27,U31,U33,U34,U37}:1;{U15,U20,U38}:1","{U11,U27,U31,U33,U34,U37};{U15,U20,U38}",CTX_0000:1;CTX_0114:1,OUT_0000:1;OUT_0114:1
"{U27,U34}",2,"{U10,U27,U34}:1;{U08,U24}:1","{U10,U27,U34};{U08,U24}",CTX_0000:1;CTX_0026:1,OUT_0000:1;OUT_0026:1
"{U00,U02,U35}",2,"{U02,U35}:1","{U02,U35}",CTX_0000:1;CTX_0085:1,OUT_0000:1;OUT_0085:1
"{U10,U23}",2,"{U00,U16,U24,U28,U32,U37,U38}:1;{U06,U10,U12,U23}:1","{U00,U16,U24,U28,U32,U37,U38};{U06,U10,U12,U23}",CTX_0001:1;CTX_0085:1,OUT_0001:1;OUT_0085:1
"{U07,U28,U38}",2,"{U10,U28}:1;{U23,U32}:1","{U10,U28};{U23,U32}",CTX_0001:1;CTX_0044:1,OUT_0001:1;OUT_0044:1
"{U10,U28}",2,"{U08,U11,U14,U17,U18}:1;{U04,U06,U10,U20,U28,U35,U38}:1","{U08,U11,U14,U17,U18};{U04,U06,U10,U20,U28,U35,U38}",CTX_0001:1;CTX_0164:1,OUT_0001:1;OUT_0164:1
"{U25,U39}",2,"{U12,U17,U25,U39}:1;{U15,U35}:1","{U12,U17,U25,U39};{U15,U35}",CTX_0003:1;CTX_0063:1,OUT_0003:1;OUT_0063:1
"{U07,U18}",2,"{U03,U04,U29,U38,U39}:1;{U07,U18,U28,U30}:1","{U03,U04,U29,U38,U39};{U07,U18,U28,U30}",CTX_0003:1;CTX_0045:1,OUT_0003:1;OUT_0045:1
"{U04,U39}",2,"{U04,U14,U39}:1;{U00,U04,U13,U20,U23}:1","{U04,U14,U39};{U00,U04,U13,U20,U23}",CTX_0003:1;CTX_0006:1,OUT_0003:1;OUT_0006:1
"{U04,U14,U39}",2,"{U23,U29}:1;{U14,U39}:1","{U23,U29};{U14,U39}",CTX_0003:1;CTX_0143:1,OUT_0003:1;OUT_0143:1
"{U04,U36}",2,"{U05,U08,U10,U36}:1;{U07,U14,U19}:1","{U05,U08,U10,U36};{U07,U14,U19}",CTX_0005:1;CTX_0008:1,OUT_0005:1;OUT_0008:1
"{U01,U38}",2,"{U01,U08,U38}:1","{U01,U08,U38}",CTX_0006:1;CTX_0036:1,OUT_0006:1;OUT_0036:1
"{U16,U20}",2,"{U28,U35}:1;{U16,U20,U21}:1","{U28,U35};{U16,U20,U21}",CTX_0006:1;CTX_0123:1,OUT_0006:1;OUT_0123:1
"{U04,U12}",2,"{U04,U12,U20,U38}:1;{U01,U08,U23,U25,U34,U36}:1","{U04,U12,U20,U38};{U01,U08,U23,U25,U34,U36}",CTX_0007:1;CTX_0029:1,OUT_0007:1;OUT_0029:1
"{U27,U30}",2,"{U02,U06,U07,U15,U21}:1;{U27,U30,U32}:1","{U02,U06,U07,U15,U21};{U27,U30,U32}",CTX_0007:1;CTX_0152:1,OUT_0007:1;OUT_0152:1
"{U01,U20}",2,"{U01,U20,U34}:1;{U02,U09,U13,U28,U34,U37}:1","{U01,U20,U34};{U02,U09,U13,U28,U34,U37}",CTX_0008:1;CTX_0059:1,OUT_0008:1;OUT_0059:1
"{U28,U31}",2,"{U37,U38}:1;{U05,U11,U28,U31}:1","{U37,U38};{U05,U11,U28,U31}",CTX_0008:1;CTX_0181:1,OUT_0008:1;OUT_0181:1
"{U37,U38}",2,"{U08,U26,U32,U37,U38}:1;{U05,U08}:1","{U08,U26,U32,U37,U38};{U05,U08}",CTX_0008:1;CTX_0081:1,OUT_0008:1;OUT_0081:1
"{U31,U33}",2,"{U02,U31,U33}:1;{U03,U04,U12,U15,U30,U32}:1","{U02,U31,U33};{U03,U04,U12,U15,U30,U32}",CTX_0009:1;CTX_0033:1,OUT_0009:1;OUT_0033:1
"{U12,U34}",2,"{U12,U38}:1;{U20,U33}:1","{U12,U38};{U20,U33}",CTX_0009:1;CTX_0172:1,OUT_0009:1;OUT_0172:1
"{U09,U27}",2,"{U26,U36,U37,U38}:1;{U00,U01,U32}:1","{U26,U36,U37,U38};{U00,U01,U32}",CTX_0010:1;CTX_0104:1,OUT_0010:1;OUT_0104:1
"{U16,U39}",2,"{U10,U12,U16,U30,U39}:1;{U01,U03,U07}:1","{U10,U12,U16,U30,U39};{U01,U03,U07}",CTX_0012:1;CTX_0040:1,OUT_0012:1;OUT_0040:1
"{U30,U33}",2,"{U08,U14,U19,U27,U30,U33,U37}:1;{U02,U06,U07,U15,U33}:1","{U08,U14,U19,U27,U30,U33,U37};{U02,U06,U07,U15,U33}",CTX_0012:1;CTX_0096:1,OUT_0012:1;OUT_0096:1
"{U03,U17}",2,"{U03,U29}:1;{U00,U03,U14,U16,U17}:1","{U03,U29};{U00,U03,U14,U16,U17}",CTX_0012:1;CTX_0148:1,OUT_0012:1;OUT_0148:1
"{U03,U29}",2,"{U28,U31,U36,U38}:1;{U02,U03,U29,U30,U39}:1","{U28,U31,U36,U38};{U02,U03,U29,U30,U39}",CTX_0012:1;CTX_0132:1,OUT_0012:1;OUT_0132:1
"{U29,U37}",2,"{U22,U29,U36,U37}:1;{U23,U34}:1","{U22,U29,U36,U37};{U23,U34}",CTX_0013:1;CTX_0113:1,OUT_0013:1;OUT_0113:1
"{U14,U26}",2,"{U00,U04,U11,U13,U19,U33}:1;{U14,U22,U26}:1","{U00,U04,U11,U13,U19,U33};{U14,U22,U26}",CTX_0014:1;CTX_0018:1,OUT_0014:1;OUT_0018:1
"{U00,U06}",2,"{U00,U04,U11,U21,U26,U28,U34}:1;{U00,U04,U06,U30}:1","{U00,U04,U11,U21,U26,U28,U34};{U00,U04,U06,U30}",CTX_0014:1;CTX_0144:1,OUT_0014:1;OUT_0144:1
"{U06,U22}",2,"{U06,U07,U21,U22,U28}:1;{U04,U09,U33}:1","{U06,U07,U21,U22,U28};{U04,U09,U33}",CTX_0015:1;CTX_0177:1,OUT_0015:1;OUT_0177:1
"{U34,U37}",2,"{U09,U34,U37}:1;{U27,U34,U37}:1","{U09,U34,U37};{U27,U34,U37}",CTX_0018:1;CTX_0033:1,OUT_0018:1;OUT_0033:1
"{U19,U35}",2,"{U19,U26,U35}:1;{U03,U04,U12,U16,U24,U29}:1","{U19,U26,U35};{U03,U04,U12,U16,U24,U29}",CTX_0019:1;CTX_0038:1,OUT_0019:1;OUT_0038:1
"{U11,U32}",2,"{U06,U11,U27,U32,U34,U36}:1","{U06,U11,U27,U32,U34,U36}",CTX_0019:1;CTX_0092:1,OUT_0019:1;OUT_0092:1
"{U21,U29}",2,"{U21,U29,U31,U38}:1;{U02,U05,U21,U26,U38}:1","{U21,U29,U31,U38};{U02,U05,U21,U26,U38}",CTX_0020:1;CTX_0174:1,OUT_0020:1;OUT_0174:1
"{U18,U31}",2,"{U02,U16,U22,U32}:1;{U05,U18,U28,U31}:1","{U02,U16,U22,U32};{U05,U18,U28,U31}",CTX_0020:1;CTX_0049:1,OUT_0020:1;OUT_0049:1
"{U18,U27}",2,"{U01,U03,U18,U27}:1;{U09,U11,U17,U27,U33}:1","{U01,U03,U18,U27};{U09,U11,U17,U27,U33}",CTX_0020:1;CTX_0067:1,OUT_0020:1;OUT_0067:1
"{U09,U12}",2,"{U23,U37}:1;{U00,U08,U09,U11,U12,U14}:1","{U23,U37};{U00,U08,U09,U11,U12,U14}",CTX_0020:1;CTX_0153:1,OUT_0020:1;OUT_0153:1
"{U23,U37}",2,"{U03,U04}:1;{U11,U23,U37}:1","{U03,U04};{U11,U23,U37}",CTX_0020:1;CTX_0199:1,OUT_0020:1;OUT_0199:1
"{U25,U30}",2,"{U00,U05,U07,U10,U12,U15}:1;{U05,U25,U30}:1","{U00,U05,U07,U10,U12,U15};{U05,U25,U30}",CTX_0021:1;CTX_0143:1,OUT_0021:1;OUT_0143:1
"{U10,U15}",2,"{U10,U15,U30}:1","{U10,U15,U30}",CTX_0021:1;CTX_0050:1,OUT_0021:1;OUT_0050:1
"{U00,U01}",2,"{U00,U01,U03,U10}:1;{U01,U38}:1","{U00,U01,U03,U10};{U01,U38}",CTX_0023:1;CTX_0036:1,OUT_0023:1;OUT_0036:1
"{U23,U29,U37}",2,"{U16,U29}:1;{U06,U16}:1","{U16,U29};{U06,U16}",CTX_0024:1;CTX_0178:1,OUT_0024:1;OUT_0178:1
"{U00,U27,U30,U36}",2,"{U02,U09,U13,U23,U25,U33}:1;{U05,U23}:1","{U02,U09,U13,U23,U25,U33};{U05,U23}",CTX_0025:1;CTX_0066:1,OUT_0025:1;OUT_0066:1
"{U12,U17}",2,"{U00,U12,U17}:1","{U00,U12,U17}",CTX_0025:1;CTX_0036:1,OUT_0025:1;OUT_0036:1
"{U08,U24}",2,"{U07,U31}:1;{U03,U30}:1","{U07,U31};{U03,U30}",CTX_0026:1;CTX_0037:1,OUT_0026:1;OUT_0037:1
"{U07,U31}",2,"{U07,U27,U31}:1;{U02,U05,U18,U20,U34,U39}:1","{U07,U27,U31};{U02,U05,U18,U20,U34,U39}",CTX_0026:1;CTX_0042:1,OUT_0026:1;OUT_0042:1
"{U09,U31}",2,"{U06,U09,U31}:1","{U06,U09,U31}",CTX_0026:1;CTX_0097:1,OUT_0026:1;OUT_0097:1
"{U13,U34}",2,"{U00,U13,U16,U27,U34}:1","{U00,U13,U16,U27,U34}",CTX_0027:1;CTX_0049:1,OUT_0027:1;OUT_0049:1
"{U18,U32}",2,"{U18,U20,U22,U32,U33}:1;{U34,U35}:1","{U18,U20,U22,U32,U33};{U34,U35}",CTX_0027:1;CTX_0176:1,OUT_0027:1;OUT_0176:1
"{U14,U15,U20}",2,"{U13,U16,U22,U25,U38}:1;{U14,U20}:1","{U13,U16,U22,U25,U38};{U14,U20}",CTX_0027:1;CTX_0097:1,OUT_0027:1;OUT_0097:1
"{U11,U22}",2,"{U02,U11,U22}:1;{U11,U32}:1","{U02,U11,U22};{U11,U32}",CTX_0030:1;CTX_0092:1,OUT_0030:1;OUT_0092:1
"{U15,U20}",2,"{U10,U15,U17,U32}:1;{U15,U20,U36}:1","{U10,U15,U17,U32};{U15,U20,U36}",CTX_0030:1;CTX_0150:1,OUT_0030:1;OUT_0150:1
"{U11,U33}",2,"{U02,U11,U33}:1","{U02,U11,U33}",CTX_0030:1;CTX_0121:1,OUT_0030:1;OUT_0121:1
"{U11,U13}",2,"{U16,U18,U24}:1;{U01,U11,U13,U34}:1","{U16,U18,U24};{U01,U11,U13,U34}",CTX_0032:1;CTX_0072:1,OUT_0032:1;OUT_0072:1
"{U16,U34}",2,"{U13,U16,U34}:1;{U00,U15}:1","{U13,U16,U34};{U00,U15}",CTX_0032:1;CTX_0075:1,OUT_0032:1;OUT_0075:1
"{U24,U38}",2,"{U00,U07,U10,U16,U17}:1;{U08,U24,U38}:1","{U00,U07,U10,U16,U17};{U08,U24,U38}",CTX_0034:1;CTX_0108:1,OUT_0034:1;OUT_0108:1
